Freq.	V(v4)/I(I1)
2.42102904673587e+003	(-3.42447885285472e+000dB,9.47648013216944e+001°)
2.42661009508210e+003	(-3.43349416952625e+000dB,9.44530304761519e+001°)
2.43220400907350e+003	(-3.44272003812523e+000dB,9.41443279753609e+001°)
2.43781081836844e+003	(-3.45214876645498e+000dB,9.38386867018612e+001°)
2.44343055269366e+003	(-3.46177277772520e+000dB,9.35360986618279e+001°)
2.44906324184443e+003	(-3.47158461210714e+000dB,9.32365550193131e+001°)
2.45470891568471e+003	(-3.48157692780590e+000dB,9.29400461302899e+001°)
2.46036760414731e+003	(-3.49174250222553e+000dB,9.26465615746156e+001°)
2.46603933723402e+003	(-3.50207423279935e+000dB,9.23560901889576e+001°)
2.47172414501581e+003	(-3.51256513752445e+000dB,9.20686200981073e+001°)
2.47742205763297e+003	(-3.52320835583230e+000dB,9.17841387461733e+001°)
2.48313310529525e+003	(-3.53399714849929e+000dB,9.15026329295106e+001°)
2.48885731828207e+003	(-3.54492489838967e+000dB,9.12240888224184e+001°)
2.49459472694263e+003	(-3.55598511008537e+000dB,9.09484920117339e+001°)
2.50034536169611e+003	(-3.56717141016017e+000dB,9.06758275221716e+001°)
2.50610925303179e+003	(-3.57847754695888e+000dB,9.04060798460679e+001°)
2.51188643150926e+003	(-3.58989739009308e+000dB,9.01392329709020e+001°)
2.51767692775853e+003	(-3.60142493034539e+000dB,8.98752704060360e+001°)
2.52348077248025e+003	(-3.61305427907862e+000dB,8.96141752089938e+001°)
2.52929799644582e+003	(-3.62477966739559e+000dB,8.93559300116546e+001°)
2.53512863049758e+003	(-3.63659544589739e+000dB,8.91005170439914e+001°)
2.54097270554898e+003	(-3.64849608341326e+000dB,8.88479181598275e+001°)
2.54683025258471e+003	(-3.66047616657740e+000dB,8.85981148594855e+001°)
2.55270130266092e+003	(-3.67253039844858e+000dB,8.83510883128390e+001°)
2.55858588690531e+003	(-3.68465359793294e+000dB,8.81068193821204e+001°)
2.56448403651738e+003	(-3.69684069828553e+000dB,8.78652886431696e+001°)
2.57039578276853e+003	(-3.70908674634493e+000dB,8.76264764050046e+001°)
2.57632115700224e+003	(-3.72138690113400e+000dB,8.73903627321344e+001°)
2.58226019063426e+003	(-3.73373643257803e+000dB,8.71569274640720e+001°)
2.58821291515275e+003	(-3.74613072032798e+000dB,8.69261502313508e+001°)
2.59417936211848e+003	(-3.75856525223926e+000dB,8.66980104789342e+001°)
2.60015956316493e+003	(-3.77103562332617e+000dB,8.64724874777242e+001°)
2.60615354999856e+003	(-3.78353753400289e+000dB,8.62495603471327e+001°)
2.61216135439887e+003	(-3.79606678876359e+000dB,8.60292080677279e+001°)
2.61818300821864e+003	(-3.80861929470749e+000dB,8.58114094990175e+001°)
2.62421854338410e+003	(-3.82119106022699e+000dB,8.55961433939185e+001°)
2.63026799189504e+003	(-3.83377819307091e+000dB,8.53833884139843e+001°)
2.63633138582504e+003	(-3.84637689915033e+000dB,8.51731231424371e+001°)
2.64240875732160e+003	(-3.85898348097390e+000dB,8.49653260989052e+001°)
2.64850013860635e+003	(-3.87159433578809e+000dB,8.47599757512984e+001°)
2.65460556197519e+003	(-3.88420595435273e+000dB,8.45570505289696e+001°)
2.66072505979846e+003	(-3.89681491919012e+000dB,8.43565288350179e+001°)
2.66685866452113e+003	(-3.90941790302595e+000dB,8.41583890559767e+001°)
2.67300640866296e+003	(-3.92201166712049e+000dB,8.39626095746842e+001°)
2.67916832481868e+003	(-3.93459305977970e+000dB,8.37691687800500e+001°)
2.68534444565816e+003	(-3.94715901482212e+000dB,8.35780450766808e+001°)
2.69153480392656e+003	(-3.95970654979341e+000dB,8.33892168941636e+001°)
2.69773943244457e+003	(-3.97223276453411e+000dB,8.32026626971910e+001°)
2.70395836410849e+003	(-3.98473483956874e+000dB,8.30183609942272e+001°)
2.71019163189049e+003	(-3.99721003458015e+000dB,8.28362903433055e+001°)
2.71643926883873e+003	(-4.00965568662944e+000dB,8.26564293637526e+001°)
2.72270130807756e+003	(-4.02206920903004e+000dB,8.24787567400138e+001°)
2.72897778280768e+003	(-4.03444808937686e+000dB,8.23032512317479e+001°)
2.73526872630635e+003	(-4.04678988822537e+000dB,8.21298916779249e+001°)
2.74157417192752e+003	(-4.05909223769423e+000dB,8.19586570045633e+001°)
2.74789415310204e+003	(-4.07135283978323e+000dB,8.17895262303574e+001°)
2.75422870333780e+003	(-4.08356946486118e+000dB,8.16224784735259e+001°)
2.76057785621998e+003	(-4.09573995041528e+000dB,8.14574929547725e+001°)
2.76694164541115e+003	(-4.10786219928047e+000dB,8.12945490041410e+001°)
2.77332010465148e+003	(-4.11993417869202e+000dB,8.11336260650452e+001°)
2.77971326775892e+003	(-4.13195391848247e+000dB,8.09747036996153e+001°)
2.78612116862940e+003	(-4.14391950969153e+000dB,8.08177615914624e+001°)
2.79254384123697e+003	(-4.15582910339635e+000dB,8.06627795503060e+001°)
2.79898131963399e+003	(-4.16768090930164e+000dB,8.05097375163850e+001°)
2.80543363795134e+003	(-4.17947319427839e+000dB,8.03586155624707e+001°)
2.81190083039857e+003	(-4.19120428119400e+000dB,8.02093938975842e+001°)
2.81838293126408e+003	(-4.20287254756781e+000dB,8.00620528705165e+001°)
2.82487997491533e+003	(-4.21447642431170e+000dB,7.99165729715520e+001°)
2.83139199579900e+003	(-4.22601439444833e+000dB,7.97729348356531e+001°)
2.83791902844118e+003	(-4.23748499183270e+000dB,7.96311192456939e+001°)
2.84446110744754e+003	(-4.24888680010976e+000dB,7.94911071308542e+001°)
2.85101826750353e+003	(-4.26021845144505e+000dB,7.93528795740661e+001°)
2.85759054337457e+003	(-4.27147862519069e+000dB,7.92164178092512e+001°)
2.86417796990620e+003	(-4.28266604701823e+000dB,7.90817032246528e+001°)
2.87078058202431e+003	(-4.29377948760027e+000dB,7.89487173646633e+001°)
2.87739841473529e+003	(-4.30481776157865e+000dB,7.88174419298025e+001°)
2.88403150312622e+003	(-4.31577972650540e+000dB,7.86878587794719e+001°)
2.89067988236509e+003	(-4.32666428171477e+000dB,7.85599499311740e+001°)
2.89734358770094e+003	(-4.33747036732462e+000dB,7.84336975630625e+001°)
2.90402265446407e+003	(-4.34819696318553e+000dB,7.83090840127951e+001°)
2.91071711806622e+003	(-4.35884308785252e+000dB,7.81860917799208e+001°)
2.91742701400078e+003	(-4.36940779781159e+000dB,7.80647035251570e+001°)
2.92415237784295e+003	(-4.37989018624737e+000dB,7.79449020715515e+001°)
2.93089324524993e+003	(-4.39028938217684e+000dB,7.78266704033948e+001°)
2.93764965196114e+003	(-4.40060454963931e+000dB,7.77099916682178e+001°)
2.94442163379837e+003	(-4.41083488672320e+000dB,7.75948491753817e+001°)
2.95120922666599e+003	(-4.42097962465344e+000dB,7.74812263961366e+001°)
2.95801246655115e+003	(-4.43103802695231e+000dB,7.73691069653070e+001°)
2.96483138952395e+003	(-4.44100938868624e+000dB,7.72584746784385e+001°)
2.97166603173763e+003	(-4.45089303545547e+000dB,7.71493134921733e+001°)
2.97851642942879e+003	(-4.46068832270327e+000dB,7.70416075261285e+001°)
2.98538261891756e+003	(-4.47039463504355e+000dB,7.69353410597406e+001°)
2.99226463660779e+003	(-4.48001138512141e+000dB,7.68304985328272e+001°)
2.99916251898725e+003	(-4.48953801333829e+000dB,7.67270645448974e+001°)
3.00607630262783e+003	(-4.49897398673863e+000dB,7.66250238548074e+001°)
3.01300602418572e+003	(-4.50831879843528e+000dB,7.65243613799915e+001°)
3.01995172040161e+003	(-4.51757196686796e+000dB,7.64250621955308e+001°)
3.02691342810090e+003	(-4.52673303522894e+000dB,7.63271115332469e+001°)
3.03389118419386e+003	(-4.53580157066038e+000dB,7.62304947811728e+001°)
3.04088502567587e+003	(-4.54477716357849e+000dB,7.61351974826519e+001°)
3.04789498962758e+003	(-4.55365942724863e+000dB,7.60412053352990e+001°)
3.05492111321510e+003	(-4.56244799685805e+000dB,7.59485041900409e+001°)
3.06196343369027e+003	(-4.57114252907299e+000dB,7.58570800505379e+001°)
3.06902198839075e+003	(-4.57974270159004e+000dB,7.57669190711283e+001°)
3.07609681474030e+003	(-4.58824821212751e+000dB,7.56780075576797e+001°)
3.08318795024894e+003	(-4.59665877832393e+000dB,7.55903319635267e+001°)
3.09029543251318e+003	(-4.60497413690914e+000dB,7.55038788920489e+001°)
3.09741929921616e+003	(-4.61319404324527e+000dB,7.54186350919286e+001°)
3.10455958812794e+003	(-4.62131827083476e+000dB,7.53345874590753e+001°)
3.11171633710560e+003	(-4.62934661059138e+000dB,7.52517230334214e+001°)
3.11888958409352e+003	(-4.63727887076719e+000dB,7.51700289983684e+001°)
3.12607936712353e+003	(-4.64511487601657e+000dB,7.50894926800125e+001°)
3.13328572431516e+003	(-4.65285446722005e+000dB,7.50101015451697e+001°)
3.14050869387580e+003	(-4.66049750070697e+000dB,7.49318432001916e+001°)
3.14774831410089e+003	(-4.66804384829423e+000dB,7.48547053913137e+001°)
3.15500462337420e+003	(-4.67549339635920e+000dB,7.47786760001716e+001°)
3.16227766016795e+003	(-4.68284604563031e+000dB,7.47037430463676e+001°)
3.16956746304306e+003	(-4.69010171084785e+000dB,7.46298946829715e+001°)
3.17687407064934e+003	(-4.69726032007675e+000dB,7.45571191970912e+001°)
3.18419752172570e+003	(-4.70432181456428e+000dB,7.44854050083566e+001°)
3.19153785510033e+003	(-4.71128614822641e+000dB,7.44147406659340e+001°)
3.19889510969097e+003	(-4.71815328743041e+000dB,7.43451148505734e+001°)
3.20626932450503e+003	(-4.72492321035184e+000dB,7.42765163697169e+001°)
3.21366053863988e+003	(-4.73159590678816e+000dB,7.42089341592978e+001°)
3.22106879128300e+003	(-4.73817137780566e+000dB,7.41423572793140e+001°)
3.22849412171220e+003	(-4.74464963547084e+000dB,7.40767749159497e+001°)
3.23593656929585e+003	(-4.75103070226435e+000dB,7.40121763768097e+001°)
3.24339617349305e+003	(-4.75731461096009e+000dB,7.39485510922777e+001°)
3.25087297385390e+003	(-4.76350140429835e+000dB,7.38858886131318e+001°)
3.25836701001965e+003	(-4.76959113471316e+000dB,7.38241786090660e+001°)
3.26587832172292e+003	(-4.77558386377578e+000dB,7.37634108684909e+001°)
3.27340694878794e+003	(-4.78147966225159e+000dB,7.37035752950760e+001°)
3.28095293113075e+003	(-4.78727860959294e+000dB,7.36446619092038e+001°)
3.28851630875939e+003	(-4.79298079367395e+000dB,7.35866608444287e+001°)
3.29609712177413e+003	(-4.79858631076191e+000dB,7.35295623479716e+001°)
3.30369541036770e+003	(-4.80409526481111e+000dB,7.34733567772282e+001°)
3.31131121482546e+003	(-4.80950776761681e+000dB,7.34180346011884e+001°)
3.31894457552565e+003	(-4.81482393841249e+000dB,7.33635863969659e+001°)
3.32659553293959e+003	(-4.82004390357650e+000dB,7.33100028502503e+001°)
3.33426412763190e+003	(-4.82516779644790e+000dB,7.32572747524926e+001°)
3.34195040026069e+003	(-4.83019575710511e+000dB,7.32053930006930e+001°)
3.34965439157782e+003	(-4.83512793220320e+000dB,7.31543485961962e+001°)
3.35737614242909e+003	(-4.83996447455626e+000dB,7.31041326426381e+001°)
3.36511569375445e+003	(-4.84470554316413e+000dB,7.30547363462106e+001°)
3.37287308658823e+003	(-4.84935130288174e+000dB,7.30061510120491e+001°)
3.38064836205936e+003	(-4.85390192415664e+000dB,7.29583680465472e+001°)
3.38844156139156e+003	(-4.85835758308972e+000dB,7.29113789524262e+001°)
3.39625272590362e+003	(-4.86271846081066e+000dB,7.28651753301097e+001°)
3.40408189700954e+003	(-4.86698474387596e+000dB,7.28197488758628e+001°)
3.41192911621882e+003	(-4.87115662343836e+000dB,7.27750913806783e+001°)
3.41979442513662e+003	(-4.87523429569012e+000dB,7.27311947283559e+001°)
3.42767786546404e+003	(-4.87921796116731e+000dB,7.26880508954005e+001°)
3.43557947899828e+003	(-4.88310782498575e+000dB,7.26456519499462e+001°)
3.44349930763291e+003	(-4.88690409650729e+000dB,7.26039900491384e+001°)
3.45143739335809e+003	(-4.89060698905388e+000dB,7.25630574409900e+001°)
3.45939377826075e+003	(-4.89421672005294e+000dB,7.25228464594764e+001°)
3.46736850452484e+003	(-4.89773351063006e+000dB,7.24833495268779e+001°)
3.47536161443158e+003	(-4.90115758562030e+000dB,7.24445591502438e+001°)
3.48337315035964e+003	(-4.90448917345059e+000dB,7.24064679222216e+001°)
3.49140315478538e+003	(-4.90772850568420e+000dB,7.23690685189181e+001°)
3.49945167028309e+003	(-4.91087581738339e+000dB,7.23323536986177e+001°)
3.50751873952520e+003	(-4.91393134662642e+000dB,7.22963163020507e+001°)
3.51560440528250e+003	(-4.91689533449122e+000dB,7.22609492498323e+001°)
3.52370871042439e+003	(-4.91976802492486e+000dB,7.22262455427122e+001°)
3.53183169791908e+003	(-4.92254966467423e+000dB,7.21921982603246e+001°)
3.53997341083386e+003	(-4.92524050306882e+000dB,7.21588005592578e+001°)
3.54813389233527e+003	(-4.92784079196529e+000dB,7.21260456736523e+001°)
3.55631318568936e+003	(-4.93035078575978e+000dB,7.20939269122516e+001°)
3.56451133426195e+003	(-4.93277074098754e+000dB,7.20624376603604e+001°)
3.57272838151880e+003	(-4.93510091654382e+000dB,7.20315713754367e+001°)
3.58096437102587e+003	(-4.93734157337513e+000dB,7.20013215890017e+001°)
3.58921934644956e+003	(-4.93949297440970e+000dB,7.19716819042507e+001°)
3.59749335155693e+003	(-4.94155538463729e+000dB,7.19426459957356e+001°)
3.60578643021593e+003	(-4.94352907065971e+000dB,7.19142076078378e+001°)
3.61409862639563e+003	(-4.94541430100720e+000dB,7.18863605551561e+001°)
3.62242998416649e+003	(-4.94721134581948e+000dB,7.18590987196860e+001°)
3.63078054770051e+003	(-4.94892047682220e+000dB,7.18324160521844e+001°)
3.63915036127157e+003	(-4.95054196718029e+000dB,7.18063065697100e+001°)
3.64753946925557e+003	(-4.95207609147487e+000dB,7.17807643552002e+001°)
3.65594791613074e+003	(-4.95352312572096e+000dB,7.17557835567440e+001°)
3.66437574647783e+003	(-4.95488334710091e+000dB,7.17313583872577e+001°)
3.67282300498034e+003	(-4.95615703400423e+000dB,7.17074831229899e+001°)
3.68128973642480e+003	(-4.95734446600739e+000dB,7.16841521024266e+001°)
3.68977598570099e+003	(-4.95844592357687e+000dB,7.16613597265570e+001°)
3.69828179780215e+003	(-4.95946168835107e+000dB,7.16391004576635e+001°)
3.70680721782525e+003	(-4.96039204287084e+000dB,7.16173688180313e+001°)
3.71535229097121e+003	(-4.96123727035863e+000dB,7.15961593896048e+001°)
3.72391706254517e+003	(-4.96199765503226e+000dB,7.15754668136196e+001°)
3.73250157795669e+003	(-4.96267348178907e+000dB,7.15552857889711e+001°)
3.74110588272001e+003	(-4.96326503611398e+000dB,7.15356110727977e+001°)
3.74973002245431e+003	(-4.96377260426797e+000dB,7.15164374779007e+001°)
3.75837404288392e+003	(-4.96419647303959e+000dB,7.14977598740256e+001°)
3.76703798983857e+003	(-4.96453692967302e+000dB,7.14795731858204e+001°)
3.77572190925364e+003	(-4.96479426197524e+000dB,7.14618723926193e+001°)
3.78442584717041e+003	(-4.96496875811115e+000dB,7.14446525276334e+001°)
3.79314984973629e+003	(-4.96506070664880e+000dB,7.14279086774493e+001°)
3.80189396320508e+003	(-4.96507039645531e+000dB,7.14116359814519e+001°)
3.81065823393720e+003	(-4.96499811679058e+000dB,7.13958296303075e+001°)
3.81944270839993e+003	(-4.96484415700726e+000dB,7.13804848669584e+001°)
3.82824743316769e+003	(-4.96460880674954e+000dB,7.13655969839664e+001°)
3.83707245492225e+003	(-4.96429235582349e+000dB,7.13511613253658e+001°)
3.84591782045300e+003	(-4.96389509410500e+000dB,7.13371732830645e+001°)
3.85478357665718e+003	(-4.96341731152388e+000dB,7.13236282985145e+001°)
3.86366977054015e+003	(-4.96285929821401e+000dB,7.13105218616605e+001°)
3.87257644921563e+003	(-4.96222134416166e+000dB,7.12978495093383e+001°)
3.88150365990594e+003	(-4.96150373938986e+000dB,7.12856068258734e+001°)
3.89045144994226e+003	(-4.96070677384853e+000dB,7.12737894422770e+001°)
3.89941986676489e+003	(-4.95983073737639e+000dB,7.12623930344905e+001°)
3.90840895792347e+003	(-4.95887591971683e+000dB,7.12514133247101e+001°)
3.91741877107728e+003	(-4.95784261046585e+000dB,7.12408460795396e+001°)
3.92644935399545e+003	(-4.95673109906429e+000dB,7.12306871098822e+001°)
3.93550075455722e+003	(-4.95554167461326e+000dB,7.12209322698543e+001°)
3.94457302075223e+003	(-4.95427462609405e+000dB,7.12115774571168e+001°)
3.95366620068073e+003	(-4.95293024223883e+000dB,7.12026186120305e+001°)
3.96278034255384e+003	(-4.95150881138876e+000dB,7.11940517164400e+001°)
3.97191549469385e+003	(-4.95001062161120e+000dB,7.11858727942016e+001°)
3.98107170553441e+003	(-4.94843596067062e+000dB,7.11780779101782e+001°)
3.99024902362086e+003	(-4.94678511591655e+000dB,7.11706631699948e+001°)
3.99944749761041e+003	(-4.94505837432364e+000dB,7.11636247184693e+001°)
4.00866717627247e+003	(-4.94325602245538e+000dB,7.11569587409282e+001°)
4.01790810848884e+003	(-4.94137834648863e+000dB,7.11506614613598e+001°)
4.02717034325403e+003	(-4.93942563206593e+000dB,7.11447291423078e+001°)
4.03645392967548e+003	(-4.93739816443058e+000dB,7.11391580848963e+001°)
4.04575891697386e+003	(-4.93529622832299e+000dB,7.11339446272435e+001°)
4.05508535448327e+003	(-4.93312010792956e+000dB,7.11290851451797e+001°)
4.06443329165156e+003	(-4.93087008698211e+000dB,7.11245760512551e+001°)
4.07380277804055e+003	(-4.92854644863134e+000dB,7.11204137944426e+001°)
4.08319386332635e+003	(-4.92614947544539e+000dB,7.11165948590651e+001°)
4.09260659729953e+003	(-4.92367944945833e+000dB,7.11131157655445e+001°)
4.10204102986549e+003	(-4.92113665213917e+000dB,7.11099730697657e+001°)
4.11149721104464e+003	(-4.91852136425294e+000dB,7.11071633601554e+001°)
4.12097519097272e+003	(-4.91583386607580e+000dB,7.11046832622993e+001°)
4.13047501990103e+003	(-4.91307443712057e+000dB,7.11025294332057e+001°)
4.13999674819672e+003	(-4.91024335640628e+000dB,7.11006985647157e+001°)
4.14954042634305e+003	(-4.90734090210061e+000dB,7.10991873808522e+001°)
4.15910610493964e+003	(-4.90436735190466e+000dB,7.10979926384321e+001°)
4.16869383470277e+003	(-4.90132298266477e+000dB,7.10971111270887e+001°)
4.17830366646563e+003	(-4.89820807065713e+000dB,7.10965396671878e+001°)
4.18793565117859e+003	(-4.89502289141232e+000dB,7.10962751119721e+001°)
4.19758983990948e+003	(-4.89176771970100e+000dB,7.10963143443967e+001°)
4.20726628384385e+003	(-4.88844282966910e+000dB,7.10966542790418e+001°)
4.21696503428523e+003	(-4.88504849463962e+000dB,7.10972918609962e+001°)
4.22668614265543e+003	(-4.88158498721806e+000dB,7.10982240647287e+001°)
4.23642966049481e+003	(-4.87805257931235e+000dB,7.10994478944987e+001°)
4.24619563946253e+003	(-4.87445154198565e+000dB,7.11009603843653e+001°)
4.25598413133683e+003	(-4.87078214561392e+000dB,7.11027585970188e+001°)
4.26579518801533e+003	(-4.86704465972778e+000dB,7.11048396235145e+001°)
4.27562886151526e+003	(-4.86323935313037e+000dB,7.11072005843052e+001°)
4.28548520397379e+003	(-4.85936649382302e+000dB,7.11098386263633e+001°)
4.29536426764827e+003	(-4.85542634897413e+000dB,7.11127509255032e+001°)
4.30526610491650e+003	(-4.85141918501157e+000dB,7.11159346844665e+001°)
4.31519076827704e+003	(-4.84734526753308e+000dB,7.11193871325713e+001°)
4.32513831034948e+003	(-4.84320486128837e+000dB,7.11231055270223e+001°)
4.33510878387468e+003	(-4.83899823023128e+000dB,7.11270871500165e+001°)
4.34510224171510e+003	(-4.83472563754083e+000dB,7.11313293113015e+001°)
4.35511873685507e+003	(-4.83038734549277e+000dB,7.11358293451048e+001°)
4.36515832240104e+003	(-4.82598361559432e+000dB,7.11405846124239e+001°)
4.37522105158190e+003	(-4.82151470843285e+000dB,7.11455924982888e+001°)
4.38530697774924e+003	(-4.81698088386094e+000dB,7.11508504138317e+001°)
4.39541615437762e+003	(-4.81238240077854e+000dB,7.11563557935974e+001°)
4.40554863506491e+003	(-4.80771951732173e+000dB,7.11621060976899e+001°)
4.41570447353250e+003	(-4.80299249076669e+000dB,7.11680988102389e+001°)
4.42588372362564e+003	(-4.79820157746318e+000dB,7.11743314380885e+001°)
4.43608643931370e+003	(-4.79334703299084e+000dB,7.11808015128083e+001°)
4.44631267469046e+003	(-4.78842911202316e+000dB,7.11875065886680e+001°)
4.45656248397440e+003	(-4.78344806833860e+000dB,7.11944442432441e+001°)
4.46683592150900e+003	(-4.77840415493760e+000dB,7.12016120769235e+001°)
4.47713304176299e+003	(-4.77329762388901e+000dB,7.12090077129162e+001°)
4.48745389933068e+003	(-4.76812872641772e+000dB,7.12166287957693e+001°)
4.49779854893224e+003	(-4.76289771284804e+000dB,7.12244729932539e+001°)
4.50816704541396e+003	(-4.75760483266927e+000dB,7.12325379936834e+001°)
4.51855944374858e+003	(-4.75225033449344e+000dB,7.12408215084259e+001°)
4.52897579903556e+003	(-4.74683446600606e+000dB,7.12493212690946e+001°)
4.53941616650138e+003	(-4.74135747410366e+000dB,7.12580350285081e+001°)
4.54988060149984e+003	(-4.73581960473262e+000dB,7.12669605608861e+001°)
4.56036915951231e+003	(-4.73022110298412e+000dB,7.12760956599506e+001°)
4.57088189614810e+003	(-4.72456221310048e+000dB,7.12854381411158e+001°)
4.58141886714468e+003	(-4.71884317837625e+000dB,7.12949858400161e+001°)
4.59198012836803e+003	(-4.71306424129706e+000dB,7.13047366106954e+001°)
4.60256573581290e+003	(-4.70722564343944e+000dB,7.13146883283067e+001°)
4.61317574560313e+003	(-4.70132762549962e+000dB,7.13248388872552e+001°)
4.62381021399194e+003	(-4.69537042728350e+000dB,7.13351862014164e+001°)
4.63446919736222e+003	(-4.68935428778421e+000dB,7.13457282033053e+001°)
4.64515275222683e+003	(-4.68327944496243e+000dB,7.13564628442844e+001°)
4.65586093522892e+003	(-4.67714613608573e+000dB,7.13673880953148e+001°)
4.66659380314222e+003	(-4.67095459742603e+000dB,7.13785019449847e+001°)
4.67735141287131e+003	(-4.66470506442914e+000dB,7.13898024005401e+001°)
4.68813382145198e+003	(-4.65839777161629e+000dB,7.14012874876230e+001°)
4.69894108605148e+003	(-4.65203295266544e+000dB,7.14129552489512e+001°)
4.70977326396885e+003	(-4.64561084036342e+000dB,7.14248037459152e+001°)
4.72063041263523e+003	(-4.63913166666501e+000dB,7.14368310569281e+001°)
4.73151258961413e+003	(-4.63259566260557e+000dB,7.14490352777893e+001°)
4.74241985260177e+003	(-4.62600305834923e+000dB,7.14614145221202e+001°)
4.75335225942737e+003	(-4.61935408322001e+000dB,7.14739669193058e+001°)
4.76430986805347e+003	(-4.61264896562375e+000dB,7.14866906167043e+001°)
4.77529273657622e+003	(-4.60588793314782e+000dB,7.14995837777151e+001°)
4.78630092322569e+003	(-4.59907121248685e+000dB,7.15126445826638e+001°)
4.79733448636620e+003	(-4.59219902947099e+000dB,7.15258712273094e+001°)
4.80839348449659e+003	(-4.58527160906653e+000dB,7.15392619246781e+001°)
4.81947797625058e+003	(-4.57828917538758e+000dB,7.15528149031381e+001°)
4.83058802039703e+003	(-4.57125195169594e+000dB,7.15665284069248e+001°)
4.84172367584030e+003	(-4.56416016033851e+000dB,7.15804006954987e+001°)
4.85288500162051e+003	(-4.55701402286970e+000dB,7.15944300448176e+001°)
4.86407205691391e+003	(-4.54981375995444e+000dB,7.16086147452789e+001°)
4.87528490103316e+003	(-4.54255959141975e+000dB,7.16229531027739e+001°)
4.88652359342763e+003	(-4.53525173622915e+000dB,7.16374434381431e+001°)
4.89778819368375e+003	(-4.52789041250613e+000dB,7.16520840873587e+001°)
4.90907876152532e+003	(-4.52047583751034e+000dB,7.16668734006974e+001°)
4.92039535681380e+003	(-4.51300822768367e+000dB,7.16818097427785e+001°)
4.93173803954865e+003	(-4.50548779860391e+000dB,7.16968914937240e+001°)
4.94310686986764e+003	(-4.49791476500153e+000dB,7.17121170467638e+001°)
4.95450190804718e+003	(-4.49028934079460e+000dB,7.17274848098616e+001°)
4.96592321450264e+003	(-4.48261173903975e+000dB,7.17429932044793e+001°)
4.97737084978864e+003	(-4.47488217195837e+000dB,7.17586406662946e+001°)
4.98884487459940e+003	(-4.46710085096310e+000dB,7.17744256450864e+001°)
5.00034534976906e+003	(-4.45926798663099e+000dB,7.17903466034514e+001°)
5.01187233627200e+003	(-4.45138378867874e+000dB,7.18064020172616e+001°)
5.02342589522314e+003	(-4.44344846603533e+000dB,7.18225903768216e+001°)
5.03500608787832e+003	(-4.43546222682587e+000dB,7.18389101846439e+001°)
5.04661297563455e+003	(-4.42742527827138e+000dB,7.18553599566146e+001°)
5.05824662003041e+003	(-4.41933782687245e+000dB,7.18719382211679e+001°)
5.06990708274631e+003	(-4.41120007824205e+000dB,7.18886435200409e+001°)
5.08159442560487e+003	(-4.40301223724427e+000dB,7.19054744074537e+001°)
5.09330871057121e+003	(-4.39477450785757e+000dB,7.19224294497933e+001°)
5.10504999975332e+003	(-4.38648709333713e+000dB,7.19395072265636e+001°)
5.11681835540233e+003	(-4.37815019607119e+000dB,7.19567063288087e+001°)
5.12861383991290e+003	(-4.36976401766579e+000dB,7.19740253604079e+001°)
5.14043651582351e+003	(-4.36132875894546e+000dB,7.19914629367351e+001°)
5.15228644581681e+003	(-4.35284461989820e+000dB,7.20090176855237e+001°)
5.16416369271996e+003	(-4.34431179976860e+000dB,7.20266882461435e+001°)
5.17606831950492e+003	(-4.33573049694583e+000dB,7.20444732694093e+001°)
5.18800038928885e+003	(-4.32710090911758e+000dB,7.20623714184432e+001°)
5.19995996533440e+003	(-4.31842323311938e+000dB,7.20803813670296e+001°)
5.21194711105004e+003	(-4.30969766499845e+000dB,7.20985018009386e+001°)
5.22396188999044e+003	(-4.30092440007277e+000dB,7.21167314168250e+001°)
5.23600436585674e+003	(-4.29210363284225e+000dB,7.21350689227033e+001°)
5.24807460249696e+003	(-4.28323555704906e+000dB,7.21535130375641e+001°)
5.26017266390629e+003	(-4.27432036565391e+000dB,7.21720624912592e+001°)
5.27229861422746e+003	(-4.26535825087200e+000dB,7.21907160251541e+001°)
5.28445251775103e+003	(-4.25634940410865e+000dB,7.22094723901284e+001°)
5.29663443891580e+003	(-4.24729401606109e+000dB,7.22283303487887e+001°)
5.30884444230911e+003	(-4.23819227661983e+000dB,7.22472886736308e+001°)
5.32108259266716e+003	(-4.22904437494134e+000dB,7.22663461482362e+001°)
5.33334895487543e+003	(-4.21985049941941e+000dB,7.22855015658255e+001°)
5.34564359396893e+003	(-4.21061083770356e+000dB,7.23047537300329e+001°)
5.35796657513263e+003	(-4.20132557667315e+000dB,7.23241014553219e+001°)
5.37031796370174e+003	(-4.19199490250835e+000dB,7.23435435651562e+001°)
5.38269782516209e+003	(-4.18261900056333e+000dB,7.23630788938726e+001°)
5.39510622515049e+003	(-4.17319805554588e+000dB,7.23827062849787e+001°)
5.40754322945502e+003	(-4.16373225136872e+000dB,7.24024245925342e+001°)
5.42000890401544e+003	(-4.15422177121339e+000dB,7.24222326795187e+001°)
5.43250331492354e+003	(-4.14466679756992e+000dB,7.24421294192552e+001°)
5.44502652842341e+003	(-4.13506751212181e+000dB,7.24621136935387e+001°)
5.45757861091191e+003	(-4.12542409591625e+000dB,7.24821843952786e+001°)
5.47015962893891e+003	(-4.11573672920207e+000dB,7.25023404245292e+001°)
5.48276964920773e+003	(-4.10600559157374e+000dB,7.25225806928515e+001°)
5.49540873857544e+003	(-4.09623086183807e+000dB,7.25429041192012e+001°)
5.50807696405322e+003	(-4.08641271812979e+000dB,7.25633096325873e+001°)
