Freq.	V(vi)/((-1)*I(Vii))
5.67544605408463e+003	(7.69882971134802e+001dB,-5.05295012405956e+001°)
5.68852930843757e+003	(7.69810278876142e+001dB,-5.05957766278362e+001°)
5.70164272280663e+003	(7.69737065148508e+001dB,-5.06620532508404e+001°)
5.71478636671783e+003	(7.69663331935634e+001dB,-5.07283301535574e+001°)
5.72796030985745e+003	(7.69589081214298e+001dB,-5.07946063883804e+001°)
5.74116462207243e+003	(7.69514314954346e+001dB,-5.08608810160760e+001°)
5.75439937337072e+003	(7.69439035118716e+001dB,-5.09271531057162e+001°)
5.76766463392165e+003	(7.69363243663461e+001dB,-5.09934217346093e+001°)
5.78096047405632e+003	(7.69286942537775e+001dB,-5.10596859882321e+001°)
5.79428696426795e+003	(7.69210133684017e+001dB,-5.11259449601642e+001°)
5.80764417521226e+003	(7.69132819037732e+001dB,-5.11921977520200e+001°)
5.82103217770785e+003	(7.69055000527679e+001dB,-5.12584434733846e+001°)
5.83445104273658e+003	(7.68976680075853e+001dB,-5.13246812417481e+001°)
5.84790084144394e+003	(7.68897859597506e+001dB,-5.13909101824417e+001°)
5.86138164513942e+003	(7.68818541001176e+001dB,-5.14571294285737e+001°)
5.87489352529689e+003	(7.68738726188705e+001dB,-5.15233381209671e+001°)
5.88843655355501e+003	(7.68658417055268e+001dB,-5.15895354080971e+001°)
5.90201080171757e+003	(7.68577615489392e+001dB,-5.16557204460291e+001°)
5.91561634175386e+003	(7.68496323372980e+001dB,-5.17218923983578e+001°)
5.92925324579912e+003	(7.68414542581336e+001dB,-5.17880504361471e+001°)
5.94292158615484e+003	(7.68332274983188e+001dB,-5.18541937378696e+001°)
5.95662143528922e+003	(7.68249522440709e+001dB,-5.19203214893480e+001°)
5.97035286583748e+003	(7.68166286809541e+001dB,-5.19864328836957e+001°)
5.98411595060231e+003	(7.68082569938821e+001dB,-5.20525271212595e+001°)
5.99791076255420e+003	(7.67998373671197e+001dB,-5.21186034095612e+001°)
6.01173737483188e+003	(7.67913699842856e+001dB,-5.21846609632416e+001°)
6.02559586074268e+003	(7.67828550283548e+001dB,-5.22506990040031e+001°)
6.03948629376290e+003	(7.67742926816601e+001dB,-5.23167167605546e+001°)
6.05340874753823e+003	(7.67656831258953e+001dB,-5.23827134685558e+001°)
6.06736329588415e+003	(7.67570265421166e+001dB,-5.24486883705626e+001°)
6.08135001278627e+003	(7.67483231107454e+001dB,-5.25146407159726e+001°)
6.09536897240078e+003	(7.67395730115702e+001dB,-5.25805697609717e+001°)
6.10942024905481e+003	(7.67307764237490e+001dB,-5.26464747684805e+001°)
6.12350391724682e+003	(7.67219335258114e+001dB,-5.27123550081021e+001°)
6.13762005164702e+003	(7.67130444956607e+001dB,-5.27782097560694e+001°)
6.15176872709776e+003	(7.67041095105763e+001dB,-5.28440382951937e+001°)
6.16595001861390e+003	(7.66951287472157e+001dB,-5.29098399148132e+001°)
6.18016400138323e+003	(7.66861023816169e+001dB,-5.29756139107427e+001°)
6.19441075076689e+003	(7.66770305892001e+001dB,-5.30413595852228e+001°)
6.20869034229971e+003	(7.66679135447702e+001dB,-5.31070762468708e+001°)
6.22300285169066e+003	(7.66587514225191e+001dB,-5.31727632106305e+001°)
6.23734835482326e+003	(7.66495443960273e+001dB,-5.32384197977242e+001°)
6.25172692775592e+003	(7.66402926382663e+001dB,-5.33040453356037e+001°)
6.26613864672241e+003	(7.66309963216009e+001dB,-5.33696391579027e+001°)
6.28058358813224e+003	(7.66216556177910e+001dB,-5.34352006043891e+001°)
6.29506182857103e+003	(7.66122706979939e+001dB,-5.35007290209179e+001°)
6.30957344480098e+003	(7.66028417327660e+001dB,-5.35662237593847e+001°)
6.32411851376124e+003	(7.65933688920655e+001dB,-5.36316841776797e+001°)
6.33869711256832e+003	(7.65838523452538e+001dB,-5.36971096396410e+001°)
6.35330931851648e+003	(7.65742922610981e+001dB,-5.37624995150104e+001°)
6.36795520907820e+003	(7.65646888077731e+001dB,-5.38278531793875e+001°)
6.38263486190453e+003	(7.65550421528630e+001dB,-5.38931700141859e+001°)
6.39734835482552e+003	(7.65453524633641e+001dB,-5.39584494065883e+001°)
6.41209576585065e+003	(7.65356199056858e+001dB,-5.40236907495034e+001°)
6.42687717316923e+003	(7.65258446456536e+001dB,-5.40888934415220e+001°)
6.44169265515080e+003	(7.65160268485105e+001dB,-5.41540568868745e+001°)
6.45654229034558e+003	(7.65061666789194e+001dB,-5.42191804953877e+001°)
6.47142615748486e+003	(7.64962643009645e+001dB,-5.42842636824434e+001°)
6.48634433548140e+003	(7.64863198781538e+001dB,-5.43493058689358e+001°)
6.50129690342992e+003	(7.64763335734210e+001dB,-5.44143064812301e+001°)
6.51628394060744e+003	(7.64663055491272e+001dB,-5.44792649511223e+001°)
6.53130552647374e+003	(7.64562359670630e+001dB,-5.45441807157970e+001°)
6.54636174067176e+003	(7.64461249884504e+001dB,-5.46090532177881e+001°)
6.56145266302806e+003	(7.64359727739447e+001dB,-5.46738819049384e+001°)
6.57657837355321e+003	(7.64257794836367e+001dB,-5.47386662303598e+001°)
6.59173895244222e+003	(7.64155452770541e+001dB,-5.48034056523942e+001°)
6.60693448007496e+003	(7.64052703131637e+001dB,-5.48680996345743e+001°)
6.62216503701662e+003	(7.63949547503734e+001dB,-5.49327476455848e+001°)
6.63743070401808e+003	(7.63845987465338e+001dB,-5.49973491592243e+001°)
6.65273156201641e+003	(7.63742024589404e+001dB,-5.50619036543673e+001°)
6.66806769213521e+003	(7.63637660443351e+001dB,-5.51264106149265e+001°)
6.68343917568513e+003	(7.63532896589082e+001dB,-5.51908695298148e+001°)
6.69884609416425e+003	(7.63427734583005e+001dB,-5.52552798929094e+001°)
6.71428852925850e+003	(7.63322175976048e+001dB,-5.53196412030140e+001°)
6.72976656284216e+003	(7.63216222313679e+001dB,-5.53839529638229e+001°)
6.74528027697819e+003	(7.63109875135923e+001dB,-5.54482146838849e+001°)
6.76082975391879e+003	(7.63003135977381e+001dB,-5.55124258765672e+001°)
6.77641507610572e+003	(7.62896006367251e+001dB,-5.55765860600200e+001°)
6.79203632617081e+003	(7.62788487829338e+001dB,-5.56406947571413e+001°)
6.80769358693638e+003	(7.62680581882081e+001dB,-5.57047514955419e+001°)
6.82338694141566e+003	(7.62572290038565e+001dB,-5.57687558075108e+001°)
6.83911647281325e+003	(7.62463613806541e+001dB,-5.58327072299809e+001°)
6.85488226452557e+003	(7.62354554688443e+001dB,-5.58966053044946e+001°)
6.87068440014127e+003	(7.62245114181407e+001dB,-5.59604495771706e+001°)
6.88652296344171e+003	(7.62135293777284e+001dB,-5.60242395986696e+001°)
6.90239803840137e+003	(7.62025094962665e+001dB,-5.60879749241617e+001°)
6.91830970918831e+003	(7.61914519218891e+001dB,-5.61516551132929e+001°)
6.93425806016463e+003	(7.61803568022074e+001dB,-5.62152797301530e+001°)
6.95024317588691e+003	(7.61692242843114e+001dB,-5.62788483432427e+001°)
6.96626514110662e+003	(7.61580545147716e+001dB,-5.63423605254412e+001°)
6.98232404077065e+003	(7.61468476396407e+001dB,-5.64058158539748e+001°)
6.99841996002166e+003	(7.61356038044550e+001dB,-5.64692139103850e+001°)
7.01455298419864e+003	(7.61243231542366e+001dB,-5.65325542804970e+001°)
7.03072319883726e+003	(7.61130058334949e+001dB,-5.65958365543887e+001°)
7.04693068967039e+003	(7.61016519862281e+001dB,-5.66590603263596e+001°)
7.06317554262854e+003	(7.60902617559249e+001dB,-5.67222251948999e+001°)
7.07945784384029e+003	(7.60788352855664e+001dB,-5.67853307626607e+001°)
7.09577767963280e+003	(7.60673727176275e+001dB,-5.68483766364234e+001°)
7.11213513653220e+003	(7.60558741940787e+001dB,-5.69113624270697e+001°)
7.12853030126410e+003	(7.60443398563877e+001dB,-5.69742877495518e+001°)
7.14496326075404e+003	(7.60327698455208e+001dB,-5.70371522228633e+001°)
7.16143410212792e+003	(7.60211643019452e+001dB,-5.70999554700096e+001°)
7.17794291271252e+003	(7.60095233656297e+001dB,-5.71626971179787e+001°)
7.19448978003589e+003	(7.59978471760470e+001dB,-5.72253767977129e+001°)
7.21107479182789e+003	(7.59861358721750e+001dB,-5.72879941440799e+001°)
7.22769803602059e+003	(7.59743895924985e+001dB,-5.73505487958443e+001°)
7.24435960074879e+003	(7.59626084750108e+001dB,-5.74130403956398e+001°)
7.26105957435043e+003	(7.59507926572150e+001dB,-5.74754685899409e+001°)
7.27779804536712e+003	(7.59389422761263e+001dB,-5.75378330290355e+001°)
7.29457510254457e+003	(7.59270574682727e+001dB,-5.76001333669967e+001°)
7.31139083483305e+003	(7.59151383696971e+001dB,-5.76623692616568e+001°)
7.32824533138791e+003	(7.59031851159586e+001dB,-5.77245403745790e+001°)
7.34513868157002e+003	(7.58911978421344e+001dB,-5.77866463710306e+001°)
7.36207097494623e+003	(7.58791766828210e+001dB,-5.78486869199572e+001°)
7.37904230128987e+003	(7.58671217721357e+001dB,-5.79106616939552e+001°)
7.39605275058124e+003	(7.58550332437186e+001dB,-5.79725703692462e+001°)
7.41310241300803e+003	(7.58429112307335e+001dB,-5.80344126256505e+001°)
7.43019137896587e+003	(7.58307558658699e+001dB,-5.80961881465614e+001°)
7.44731973905874e+003	(7.58185672813444e+001dB,-5.81578966189193e+001°)
7.46448758409951e+003	(7.58063456089021e+001dB,-5.82195377331863e+001°)
7.48169500511039e+003	(7.57940909798181e+001dB,-5.82811111833212e+001°)
7.49894209332340e+003	(7.57818035248990e+001dB,-5.83426166667534e+001°)
7.51622894018089e+003	(7.57694833744847e+001dB,-5.84040538843593e+001°)
7.53355563733601e+003	(7.57571306584494e+001dB,-5.84654225404363e+001°)
7.55092227665317e+003	(7.57447455062035e+001dB,-5.85267223426789e+001°)
7.56832895020857e+003	(7.57323280466946e+001dB,-5.85879530021539e+001°)
7.58577575029066e+003	(7.57198784084095e+001dB,-5.86491142332766e+001°)
7.60326276940064e+003	(7.57073967193754e+001dB,-5.87102057537863e+001°)
7.62079010025294e+003	(7.56948831071611e+001dB,-5.87712272847226e+001°)
7.63835783577572e+003	(7.56823376988792e+001dB,-5.88321785504020e+001°)
7.65596606911138e+003	(7.56697606211866e+001dB,-5.88930592783938e+001°)
7.67361489361700e+003	(7.56571520002866e+001dB,-5.89538691994967e+001°)
7.69130440286490e+003	(7.56445119619301e+001dB,-5.90146080477164e+001°)
7.70903469064311e+003	(7.56318406314172e+001dB,-5.90752755602420e+001°)
7.72680585095583e+003	(7.56191381335983e+001dB,-5.91358714774228e+001°)
7.74461797802399e+003	(7.56064045928758e+001dB,-5.91963955427462e+001°)
7.76247116628571e+003	(7.55936401332054e+001dB,-5.92568475028149e+001°)
7.78036551039683e+003	(7.55808448780975e+001dB,-5.93172271073245e+001°)
7.79830110523138e+003	(7.55680189506187e+001dB,-5.93775341090414e+001°)
7.81627804588208e+003	(7.55551624733930e+001dB,-5.94377682637806e+001°)
7.83429642766090e+003	(7.55422755686036e+001dB,-5.94979293303836e+001°)
7.85235634609950e+003	(7.55293583579935e+001dB,-5.95580170706973e+001°)
7.87045789694976e+003	(7.55164109628680e+001dB,-5.96180312495515e+001°)
7.88860117618432e+003	(7.55034335040950e+001dB,-5.96779716347382e+001°)
7.90678627999702e+003	(7.54904261021071e+001dB,-5.97378379969899e+001°)
7.92501330480349e+003	(7.54773888769024e+001dB,-5.97976301099585e+001°)
7.94328234724158e+003	(7.54643219480466e+001dB,-5.98573477501946e+001°)
7.96159350417195e+003	(7.54512254346735e+001dB,-5.99169906971258e+001°)
7.97994687267852e+003	(7.54380994554871e+001dB,-5.99765587330370e+001°)
7.99834255006904e+003	(7.54249441287625e+001dB,-6.00360516430496e+001°)
8.01678063387554e+003	(7.54117595723473e+001dB,-6.00954692151002e+001°)
8.03526122185492e+003	(7.53985459036631e+001dB,-6.01548112399214e+001°)
8.05378441198941e+003	(7.53853032397068e+001dB,-6.02140775110212e+001°)
8.07235030248712e+003	(7.53720316970516e+001dB,-6.02732678246628e+001°)
8.09095899178256e+003	(7.53587313918489e+001dB,-6.03323819798451e+001°)
8.10961057853714e+003	(7.53454024398292e+001dB,-6.03914197782828e+001°)
8.12830516163973e+003	(7.53320449563035e+001dB,-6.04503810243868e+001°)
8.14704284020712e+003	(7.53186590561648e+001dB,-6.05092655252445e+001°)
8.16582371358465e+003	(7.53052448538890e+001dB,-6.05680730906009e+001°)
8.18464788134662e+003	(7.52918024635367e+001dB,-6.06268035328392e+001°)
8.20351544329690e+003	(7.52783319987540e+001dB,-6.06854566669616e+001°)
8.22242649946943e+003	(7.52648335727744e+001dB,-6.07440323105705e+001°)
8.24138115012873e+003	(7.52513072984194e+001dB,-6.08025302838497e+001°)
8.26037949577049e+003	(7.52377532881003e+001dB,-6.08609504095456e+001°)
8.27942163712204e+003	(7.52241716538194e+001dB,-6.09192925129490e+001°)
8.29850767514292e+003	(7.52105625071708e+001dB,-6.09775564218757e+001°)
8.31763771102541e+003	(7.51969259593426e+001dB,-6.10357419666494e+001°)
8.33681184619503e+003	(7.51832621211173e+001dB,-6.10938489800830e+001°)
8.35603018231117e+003	(7.51695711028733e+001dB,-6.11518772974602e+001°)
8.37529282126751e+003	(7.51558530145865e+001dB,-6.12098267565180e+001°)
8.39459986519266e+003	(7.51421079658312e+001dB,-6.12676971974286e+001°)
8.41395141645063e+003	(7.51283360657816e+001dB,-6.13254884627821e+001°)
8.43334757764143e+003	(7.51145374232127e+001dB,-6.13832003975683e+001°)
8.45278845160157e+003	(7.51007121465019e+001dB,-6.14408328491597e+001°)
8.47227414140463e+003	(7.50868603436301e+001dB,-6.14983856672941e+001°)
8.49180475036180e+003	(7.50729821221829e+001dB,-6.15558587040570e+001°)
8.51138038202243e+003	(7.50590775893520e+001dB,-6.16132518138650e+001°)
8.53100114017455e+003	(7.50451468519360e+001dB,-6.16705648534484e+001°)
8.55066712884549e+003	(7.50311900163423e+001dB,-6.17277976818345e+001°)
8.57037845230235e+003	(7.50172071885878e+001dB,-6.17849501603304e+001°)
8.59013521505260e+003	(7.50031984743003e+001dB,-6.18420221525071e+001°)
8.60993752184465e+003	(7.49891639787197e+001dB,-6.18990135241822e+001°)
8.62978547766834e+003	(7.49751038066990e+001dB,-6.19559241434039e+001°)
8.64967918775557e+003	(7.49610180627061e+001dB,-6.20127538804341e+001°)
8.66961875758080e+003	(7.49469068508244e+001dB,-6.20695026077330e+001°)
8.68960429286165e+003	(7.49327702747542e+001dB,-6.21261701999423e+001°)
8.70963589955943e+003	(7.49186084378140e+001dB,-6.21827565338692e+001°)
8.72971368387974e+003	(7.49044214429415e+001dB,-6.22392614884708e+001°)
8.74983775227298e+003	(7.48902093926950e+001dB,-6.22956849448381e+001°)
8.77000821143496e+003	(7.48759723892545e+001dB,-6.23520267861801e+001°)
8.79022516830745e+003	(7.48617105344229e+001dB,-6.24082868978087e+001°)
8.81048873007875e+003	(7.48474239296270e+001dB,-6.24644651671225e+001°)
8.83079900418423e+003	(7.48331126759191e+001dB,-6.25205614835918e+001°)
8.85115609830695e+003	(7.48187768739776e+001dB,-6.25765757387434e+001°)
8.87156012037820e+003	(7.48044166241086e+001dB,-6.26325078261450e+001°)
8.89201117857807e+003	(7.47900320262471e+001dB,-6.26883576413907e+001°)
8.91250938133604e+003	(7.47756231799578e+001dB,-6.27441250820848e+001°)
8.93305483733154e+003	(7.47611901844367e+001dB,-6.27998100478282e+001°)
8.95364765549452e+003	(7.47467331385116e+001dB,-6.28554124402029e+001°)
8.97428794500606e+003	(7.47322521406442e+001dB,-6.29109321627574e+001°)
8.99497581529893e+003	(7.47177472889304e+001dB,-6.29663691209920e+001°)
9.01571137605814e+003	(7.47032186811019e+001dB,-6.30217232223443e+001°)
9.03649473722158e+003	(7.46886664145271e+001dB,-6.30769943761748e+001°)
9.05732600898056e+003	(7.46740905862126e+001dB,-6.31321824937524e+001°)
9.07820530178042e+003	(7.46594912928039e+001dB,-6.31872874882404e+001°)
9.09913272632107e+003	(7.46448686305868e+001dB,-6.32423092746820e+001°)
9.12010839355765e+003	(7.46302226954885e+001dB,-6.32972477699865e+001°)
9.14113241470105e+003	(7.46155535830788e+001dB,-6.33521028929153e+001°)
9.16220490121854e+003	(7.46008613885708e+001dB,-6.34068745640676e+001°)
9.18332596483435e+003	(7.45861462068226e+001dB,-6.34615627058671e+001°)
9.20449571753025e+003	(7.45714081323383e+001dB,-6.35161672425480e+001°)
9.22571427154616e+003	(7.45566472592686e+001dB,-6.35706881001416e+001°)
9.24698173938075e+003	(7.45418636814127e+001dB,-6.36251252064622e+001°)
9.26829823379201e+003	(7.45270574922187e+001dB,-6.36794784910945e+001°)
9.28966386779788e+003	(7.45122287847852e+001dB,-6.37337478853794e+001°)
9.31107875467682e+003	(7.44973776518622e+001dB,-6.37879333224011e+001°)
9.33254300796842e+003	(7.44825041858522e+001dB,-6.38420347369739e+001°)
9.35405674147403e+003	(7.44676084788112e+001dB,-6.38960520656291e+001°)
9.37562006925731e+003	(7.44526906224503e+001dB,-6.39499852466017e+001°)
9.39723310564488e+003	(7.44377507081360e+001dB,-6.40038342198179e+001°)
9.41889596522691e+003	(7.44227888268918e+001dB,-6.40575989268818e+001°)
9.44060876285772e+003	(7.44078050693995e+001dB,-6.41112793110627e+001°)
9.46237161365642e+003	(7.43927995259996e+001dB,-6.41648753172825e+001°)
9.48418463300745e+003	(7.43777722866929e+001dB,-6.42183868921032e+001°)
9.50604793656129e+003	(7.43627234411416e+001dB,-6.42718139837139e+001°)
9.52796164023499e+003	(7.43476530786700e+001dB,-6.43251565419189e+001°)
9.54992586021283e+003	(7.43325612882658e+001dB,-6.43784145181248e+001°)
9.57194071294691e+003	(7.43174481585813e+001dB,-6.44315878653284e+001°)
9.59400631515779e+003	(7.43023137779343e+001dB,-6.44846765381048e+001°)
9.61612278383511e+003	(7.42871582343092e+001dB,-6.45376804925943e+001°)
9.63829023623816e+003	(7.42719816153579e+001dB,-6.45905996864918e+001°)
9.66050878989658e+003	(7.42567840084013e+001dB,-6.46434340790330e+001°)
9.68277856261094e+003	(7.42415655004299e+001dB,-6.46961836309842e+001°)
9.70509967245334e+003	(7.42263261781050e+001dB,-6.47488483046291e+001°)
9.72747223776809e+003	(7.42110661277598e+001dB,-6.48014280637578e+001°)
9.74989637717230e+003	(7.41957854354007e+001dB,-6.48539228736550e+001°)
9.77237220955654e+003	(7.41804841867077e+001dB,-6.49063327010880e+001°)
9.79489985408542e+003	(7.41651624670361e+001dB,-6.49586575142955e+001°)
9.81747943019827e+003	(7.41498203614172e+001dB,-6.50108972829761e+001°)
9.84011105760976e+003	(7.41344579545592e+001dB,-6.50630519782765e+001°)
9.86279485631052e+003	(7.41190753308489e+001dB,-6.51151215727810e+001°)
9.88553094656780e+003	(7.41036725743518e+001dB,-6.51671060404991e+001°)
9.90831944892608e+003	(7.40882497688139e+001dB,-6.52190053568553e+001°)
9.93116048420774e+003	(7.40728069976624e+001dB,-6.52708194986774e+001°)
9.95405417351367e+003	(7.40573443440067e+001dB,-6.53225484441857e+001°)
9.97700063822393e+003	(7.40418618906394e+001dB,-6.53741921729818e+001°)
9.99999999999839e+003	(7.40263597200378e+001dB,-6.54257506660379e+001°)
1.00230523807774e+004	(7.40108379143641e+001dB,-6.54772239056860e+001°)
1.00461579027823e+004	(7.39952965554670e+001dB,-6.55286118756069e+001°)
1.00693166885164e+004	(7.39797357248827e+001dB,-6.55799145608195e+001°)
1.00925288607652e+004	(7.39641555038355e+001dB,-6.56311319476703e+001°)
1.01157945425974e+004	(7.39485559732393e+001dB,-6.56822640238228e+001°)
1.01391138573652e+004	(7.39329372136983e+001dB,-6.57333107782469e+001°)
1.01624869287053e+004	(7.39172993055082e+001dB,-6.57842722012085e+001°)
1.01859138805395e+004	(7.39016423286568e+001dB,-6.58351482842594e+001°)
1.02093948370752e+004	(7.38859663628257e+001dB,-6.58859390202263e+001°)
1.02329299228059e+004	(7.38702714873907e+001dB,-6.59366444032013e+001°)
1.02565192625124e+004	(7.38545577814228e+001dB,-6.59872644285312e+001°)
1.02801629812631e+004	(7.38388253236896e+001dB,-6.60377990928076e+001°)
1.03038612044145e+004	(7.38230741926560e+001dB,-6.60882483938570e+001°)
1.03276140576123e+004	(7.38073044664854e+001dB,-6.61386123307305e+001°)
1.03514216667918e+004	(7.37915162230402e+001dB,-6.61888909036940e+001°)
1.03752841581784e+004	(7.37757095398835e+001dB,-6.62390841142183e+001°)
1.03992016582889e+004	(7.37598844942793e+001dB,-6.62891919649695e+001°)
1.04231742939314e+004	(7.37440411631942e+001dB,-6.63392144597989e+001°)
1.04472021922063e+004	(7.37281796232979e+001dB,-6.63891516037337e+001°)
1.04712854805073e+004	(7.37122999509644e+001dB,-6.64390034029671e+001°)
1.04954242865215e+004	(7.36964022222728e+001dB,-6.64887698648488e+001°)
1.05196187382305e+004	(7.36804865130085e+001dB,-6.65384509978754e+001°)
1.05438689639109e+004	(7.36645528986638e+001dB,-6.65880468116817e+001°)
1.05681750921349e+004	(7.36486014544393e+001dB,-6.66375573170300e+001°)
1.05925372517712e+004	(7.36326322552446e+001dB,-6.66869825258019e+001°)
1.06169555719855e+004	(7.36166453756993e+001dB,-6.67363224509886e+001°)
1.06414301822414e+004	(7.36006408901338e+001dB,-6.67855771066818e+001°)
1.06659612123008e+004	(7.35846188725907e+001dB,-6.68347465080643e+001°)
1.06905487922248e+004	(7.35685793968252e+001dB,-6.68838306714013e+001°)
1.07151930523743e+004	(7.35525225363067e+001dB,-6.69328296140311e+001°)
1.07398941234107e+004	(7.35364483642189e+001dB,-6.69817433543562e+001°)
1.07646521362966e+004	(7.35203569534615e+001dB,-6.70305719118347e+001°)
1.07894672222965e+004	(7.35042483766509e+001dB,-6.70793153069706e+001°)
1.08143395129776e+004	(7.34881227061208e+001dB,-6.71279735613060e+001°)
1.08392691402103e+004	(7.34719800139238e+001dB,-6.71765466974117e+001°)
1.08642562361689e+004	(7.34558203718316e+001dB,-6.72250347388788e+001°)
1.08893009333326e+004	(7.34396438513367e+001dB,-6.72734377103100e+001°)
1.09144033644858e+004	(7.34234505236525e+001dB,-6.73217556373107e+001°)
1.09395636627192e+004	(7.34072404597150e+001dB,-6.73699885464813e+001°)
1.09647819614301e+004	(7.33910137301833e+001dB,-6.74181364654077e+001°)
1.09900583943234e+004	(7.33747704054406e+001dB,-6.74661994226535e+001°)
1.10153930954123e+004	(7.33585105555949e+001dB,-6.75141774477518e+001°)
1.10407861990189e+004	(7.33422342504806e+001dB,-6.75620705711962e+001°)
1.10662378397749e+004	(7.33259415596587e+001dB,-6.76098788244333e+001°)
1.10917481526222e+004	(7.33096325524180e+001dB,-6.76576022398538e+001°)
1.11173172728141e+004	(7.32933072977760e+001dB,-6.77052408507850e+001°)
1.11429453359155e+004	(7.32769658644798e+001dB,-6.77527946914820e+001°)
1.11686324778038e+004	(7.32606083210072e+001dB,-6.78002637971204e+001°)
1.11943788346697e+004	(7.32442347355673e+001dB,-6.78476482037879e+001°)
1.12201845430178e+004	(7.32278451761013e+001dB,-6.78949479484761e+001°)
1.12460497396674e+004	(7.32114397102841e+001dB,-6.79421630690731e+001°)
1.12719745617533e+004	(7.31950184055244e+001dB,-6.79892936043555e+001°)
1.12979591467261e+004	(7.31785813289660e+001dB,-6.80363395939803e+001°)
1.13240036323537e+004	(7.31621285474886e+001dB,-6.80833010784776e+001°)
1.13501081567213e+004	(7.31456601277089e+001dB,-6.81301780992427e+001°)
1.13762728582324e+004	(7.31291761359811e+001dB,-6.81769706985282e+001°)
1.14024978756098e+004	(7.31126766383980e+001dB,-6.82236789194371e+001°)
1.14287833478958e+004	(7.30961617007922e+001dB,-6.82703028059144e+001°)
1.14551294144535e+004	(7.30796313887362e+001dB,-6.83168424027401e+001°)
1.14815362149669e+004	(7.30630857675441e+001dB,-6.83632977555216e+001°)
1.15080038894425e+004	(7.30465249022720e+001dB,-6.84096689106866e+001°)
1.15345325782090e+004	(7.30299488577190e+001dB,-6.84559559154752e+001°)
1.15611224219191e+004	(7.30133576984283e+001dB,-6.85021588179329e+001°)
1.15877735615494e+004	(7.29967514886875e+001dB,-6.85482776669034e+001°)
1.16144861384015e+004	(7.29801302925301e+001dB,-6.85943125120213e+001°)
1.16412602941030e+004	(7.29634941737361e+001dB,-6.86402634037048e+001°)
1.16680961706077e+004	(7.29468431958327e+001dB,-6.86861303931487e+001°)
1.16949939101968e+004	(7.29301774220955e+001dB,-6.87319135323174e+001°)
1.17219536554794e+004	(7.29134969155491e+001dB,-6.87776128739378e+001°)
1.17489755493934e+004	(7.28968017389681e+001dB,-6.88232284714921e+001°)
1.17760597352061e+004	(7.28800919548780e+001dB,-6.88687603792112e+001°)
1.18032063565153e+004	(7.28633676255557e+001dB,-6.89142086520675e+001°)
1.18304155572497e+004	(7.28466288130310e+001dB,-6.89595733457685e+001°)
1.18576874816696e+004	(7.28298755790869e+001dB,-6.90048545167494e+001°)
1.18850222743682e+004	(7.28131079852606e+001dB,-6.90500522221666e+001°)
1.19124200802718e+004	(7.27963260928443e+001dB,-6.90951665198911e+001°)
1.19398810446408e+004	(7.27795299628864e+001dB,-6.91401974685018e+001°)
1.19674053130705e+004	(7.27627196561919e+001dB,-6.91851451272786e+001°)
1.19949930314918e+004	(7.27458952333234e+001dB,-6.92300095561962e+001°)
1.20226443461721e+004	(7.27290567546021e+001dB,-6.92747908159172e+001°)
1.20503594037160e+004	(7.27122042801081e+001dB,-6.93194889677856e+001°)
1.20781383510658e+004	(7.26953378696822e+001dB,-6.93641040738208e+001°)
1.21059813355028e+004	(7.26784575829256e+001dB,-6.94086361967108e+001°)
1.21338885046478e+004	(7.26615634792017e+001dB,-6.94530853998056e+001°)
1.21618600064617e+004	(7.26446556176364e+001dB,-6.94974517471114e+001°)
1.21898959892466e+004	(7.26277340571189e+001dB,-6.95417353032838e+001°)
1.22179966016467e+004	(7.26107988563029e+001dB,-6.95859361336221e+001°)
1.22461619926485e+004	(7.25938500736069e+001dB,-6.96300543040626e+001°)
1.22743923115820e+004	(7.25768877672156e+001dB,-6.96740898811726e+001°)
1.23026877081218e+004	(7.25599119950804e+001dB,-6.97180429321441e+001°)
1.23310483322870e+004	(7.25429228149200e+001dB,-6.97619135247883e+001°)
1.23594743344431e+004	(7.25259202842218e+001dB,-6.98057017275286e+001°)
1.23879658653016e+004	(7.25089044602421e+001dB,-6.98494076093957e+001°)
1.24165230759220e+004	(7.24918754000073e+001dB,-6.98930312400203e+001°)
1.24451461177118e+004	(7.24748331603147e+001dB,-6.99365726896285e+001°)
1.24738351424274e+004	(7.24577777977330e+001dB,-6.99800320290351e+001°)
1.25025903021751e+004	(7.24407093686034e+001dB,-7.00234093296379e+001°)
1.25314117494121e+004	(7.24236279290403e+001dB,-7.00667046634120e+001°)
1.25602996369467e+004	(7.24065335349321e+001dB,-7.01099181029038e+001°)
1.25892541179396e+004	(7.23894262419421e+001dB,-7.01530497212257e+001°)
1.26182753459046e+004	(7.23723061055090e+001dB,-7.01960995920498e+001°)
1.26473634747094e+004	(7.23551731808480e+001dB,-7.02390677896027e+001°)
1.26765186585763e+004	(7.23380275229516e+001dB,-7.02819543886596e+001°)
1.27057410520833e+004	(7.23208691865901e+001dB,-7.03247594645390e+001°)
1.27350308101645e+004	(7.23036982263126e+001dB,-7.03674830930969e+001°)
1.27643880881113e+004	(7.22865146964479e+001dB,-7.04101253507212e+001°)
1.27938130415731e+004	(7.22693186511048e+001dB,-7.04526863143265e+001°)
1.28233058265581e+004	(7.22521101441735e+001dB,-7.04951660613485e+001°)
1.28528665994340e+004	(7.22348892293261e+001dB,-7.05375646697387e+001°)
1.28824955169292e+004	(7.22176559600171e+001dB,-7.05798822179588e+001°)
1.29121927361332e+004	(7.22004103894847e+001dB,-7.06221187849756e+001°)
