Freq.	V(v01)*V(v02)*V(v03)*V(v04)*V(v05)*V(v06)
7.94328234724341e+003	(-2.82092285321162e-001dB,-5.39792453767106e+001°)
7.94694120636664e+003	(-2.81888293003447e-001dB,-5.40242779383336e+001°)
7.95060175084480e+003	(-2.81683943206319e-001dB,-5.40693759389694e+001°)
7.95426398145420e+003	(-2.81479235305110e-001dB,-5.41145395314006e+001°)
7.95792789897152e+003	(-2.81274168674914e-001dB,-5.41597688689007e+001°)
7.96159350417379e+003	(-2.81068742690608e-001dB,-5.42050641052363e+001°)
7.96526079783839e+003	(-2.80862956726828e-001dB,-5.42504253946686e+001°)
7.96892978074306e+003	(-2.80656810158149e-001dB,-5.42958528919564e+001°)
7.97260045366592e+003	(-2.80450302358864e-001dB,-5.43413467523566e+001°)
7.97627281738541e+003	(-2.80243432703170e-001dB,-5.43869071316282e+001°)
7.97994687268037e+003	(-2.80036200565058e-001dB,-5.44325341860325e+001°)
7.98362262032996e+003	(-2.79828605318475e-001dB,-5.44782280723365e+001°)
7.98730006111374e+003	(-2.79620646337124e-001dB,-5.45239889478138e+001°)
7.99097919581159e+003	(-2.79412322994811e-001dB,-5.45698169702479e+001°)
7.99466002520376e+003	(-2.79203634664904e-001dB,-5.46157122979331e+001°)
7.99834255007089e+003	(-2.78994580720990e-001dB,-5.46616750896778e+001°)
8.00202677119393e+003	(-2.78785160536439e-001dB,-5.47077055048055e+001°)
8.00571268935423e+003	(-2.78575373484596e-001dB,-5.47538037031575e+001°)
8.00940030533348e+003	(-2.78365218938710e-001dB,-5.47999698450952e+001°)
8.01308961991373e+003	(-2.78154696272017e-001dB,-5.48462040915015e+001°)
8.01678063387740e+003	(-2.77943804857769e-001dB,-5.48925066037836e+001°)
8.02047334800726e+003	(-2.77732544069138e-001dB,-5.49388775438752e+001°)
8.02416776308645e+003	(-2.77520913279354e-001dB,-5.49853170742380e+001°)
8.02786387989847e+003	(-2.77308911861581e-001dB,-5.50318253578646e+001°)
8.03156169922718e+003	(-2.77096539189165e-001dB,-5.50784025582805e+001°)
8.03526122185678e+003	(-2.76883794635239e-001dB,-5.51250488395458e+001°)
8.03896244857187e+003	(-2.76670677573210e-001dB,-5.51717643662582e+001°)
8.04266538015738e+003	(-2.76457187376508e-001dB,-5.52185493035548e+001°)
8.04637001739861e+003	(-2.76243323418589e-001dB,-5.52654038171144e+001°)
8.05007636108124e+003	(-2.76029085073027e-001dB,-5.53123280731594e+001°)
8.05378441199128e+003	(-2.75814471713489e-001dB,-5.53593222384586e+001°)
8.05749417091512e+003	(-2.75599482713811e-001dB,-5.54063864803293e+001°)
8.06120563863952e+003	(-2.75384117447937e-001dB,-5.54535209666398e+001°)
8.06491881595159e+003	(-2.75168375289949e-001dB,-5.55007258658108e+001°)
8.06863370363880e+003	(-2.74952255614170e-001dB,-5.55480013468189e+001°)
8.07235030248899e+003	(-2.74735757795036e-001dB,-5.55953475791978e+001°)
8.07606861329037e+003	(-2.74518881207122e-001dB,-5.56427647330418e+001°)
8.07978863683149e+003	(-2.74301625225433e-001dB,-5.56902529790071e+001°)
8.08351037390129e+003	(-2.74083989224974e-001dB,-5.57378124883146e+001°)
8.08723382528905e+003	(-2.73865972581064e-001dB,-5.57854434327523e+001°)
8.09095899178444e+003	(-2.73647574669302e-001dB,-5.58331459846777e+001°)
8.09468587417746e+003	(-2.73428794865688e-001dB,-5.58809203170198e+001°)
8.09841447325850e+003	(-2.73209632546253e-001dB,-5.59287666032820e+001°)
8.10214478981831e+003	(-2.72990087087601e-001dB,-5.59766850175442e+001°)
8.10587682464799e+003	(-2.72770157866446e-001dB,-5.60246757344654e+001°)
8.10961057853902e+003	(-2.72549844259986e-001dB,-5.60727389292860e+001°)
8.11334605228325e+003	(-2.72329145645768e-001dB,-5.61208747778301e+001°)
8.11708324667287e+003	(-2.72108061401639e-001dB,-5.61690834565086e+001°)
8.12082216250045e+003	(-2.71886590905872e-001dB,-5.62173651423209e+001°)
8.12456280055893e+003	(-2.71664733537216e-001dB,-5.62657200128576e+001°)
8.12830516164161e+003	(-2.71442488674790e-001dB,-5.63141482463033e+001°)
8.13204924654215e+003	(-2.71219855698179e-001dB,-5.63626500214392e+001°)
8.13579505605458e+003	(-2.70996833987434e-001dB,-5.64112255176447e+001°)
8.13954259097330e+003	(-2.70773422923073e-001dB,-5.64598749149011e+001°)
8.14329185209307e+003	(-2.70549621886157e-001dB,-5.65085983937932e+001°)
8.14704284020902e+003	(-2.70325430258251e-001dB,-5.65573961355127e+001°)
8.15079555611663e+003	(-2.70100847421446e-001dB,-5.66062683218600e+001°)
8.15455000061179e+003	(-2.69875872758410e-001dB,-5.66552151352476e+001°)
8.15830617449070e+003	(-2.69650505652453e-001dB,-5.67042367587016e+001°)
8.16206407854996e+003	(-2.69424745487355e-001dB,-5.67533333758657e+001°)
8.16582371358655e+003	(-2.69198591647595e-001dB,-5.68025051710023e+001°)
8.16958508039777e+003	(-2.68972043518301e-001dB,-5.68517523289965e+001°)
8.17334817978133e+003	(-2.68745100485232e-001dB,-5.69010750353581e+001°)
8.17711301253530e+003	(-2.68517761934858e-001dB,-5.69504734762242e+001°)
8.18087957945809e+003	(-2.68290027254344e-001dB,-5.69999478383620e+001°)
8.18464788134852e+003	(-2.68061895831573e-001dB,-5.70494983091718e+001°)
8.18841791900574e+003	(-2.67833367055130e-001dB,-5.70991250766891e+001°)
8.19218969322930e+003	(-2.67604440314457e-001dB,-5.71488283295878e+001°)
8.19596320481909e+003	(-2.67375114999680e-001dB,-5.71986082571830e+001°)
8.19973845457538e+003	(-2.67145390501839e-001dB,-5.72484650494334e+001°)
8.20351544329881e+003	(-2.66915266212731e-001dB,-5.72983988969438e+001°)
8.20729417179039e+003	(-2.66684741525057e-001dB,-5.73484099909691e+001°)
8.21107464085151e+003	(-2.66453815832323e-001dB,-5.73984985234155e+001°)
8.21485685128390e+003	(-2.66222488529014e-001dB,-5.74486646868449e+001°)
8.21864080388968e+003	(-2.65990759010490e-001dB,-5.74989086744762e+001°)
8.22242649947134e+003	(-2.65758626673144e-001dB,-5.75492306801893e+001°)
8.22621393883173e+003	(-2.65526090914149e-001dB,-5.75996308985274e+001°)
8.23000312277408e+003	(-2.65293151131925e-001dB,-5.76501095246997e+001°)
8.23379405210197e+003	(-2.65059806725636e-001dB,-5.77006667545853e+001°)
8.23758672761939e+003	(-2.64826057095807e-001dB,-5.77513027847345e+001°)
8.24138115013065e+003	(-2.64591901643714e-001dB,-5.78020178123732e+001°)
8.24517732044047e+003	(-2.64357339771886e-001dB,-5.78528120354047e+001°)
8.24897523935393e+003	(-2.64122370884004e-001dB,-5.79036856524140e+001°)
8.25277490767646e+003	(-2.63886994384776e-001dB,-5.79546388626688e+001°)
8.25657632621390e+003	(-2.63651209680200e-001dB,-5.80056718661244e+001°)
8.26037949577242e+003	(-2.63415016177371e-001dB,-5.80567848634255e+001°)
8.26418441715859e+003	(-2.63178413284679e-001dB,-5.81079780559098e+001°)
8.26799109117934e+003	(-2.62941400411715e-001dB,-5.81592516456106e+001°)
8.27179951864198e+003	(-2.62703976969307e-001dB,-5.82106058352602e+001°)
8.27560970035417e+003	(-2.62466142369689e-001dB,-5.82620408282928e+001°)
8.27942163712398e+003	(-2.62227896026365e-001dB,-5.83135568288471e+001°)
8.28323532975981e+003	(-2.61989237354221e-001dB,-5.83651540417709e+001°)
8.28705077907046e+003	(-2.61750165769452e-001dB,-5.84168326726219e+001°)
8.29086798586510e+003	(-2.61510680689783e-001dB,-5.84685929276730e+001°)
8.29468695095327e+003	(-2.61270781534299e-001dB,-5.85204350139141e+001°)
8.29850767514486e+003	(-2.61030467723597e-001dB,-5.85723591390557e+001°)
8.30233015925018e+003	(-2.60789738679703e-001dB,-5.86243655115318e+001°)
8.30615440407987e+003	(-2.60548593826279e-001dB,-5.86764543405039e+001°)
8.30998041044496e+003	(-2.60307032588449e-001dB,-5.87286258358632e+001°)
8.31380817915686e+003	(-2.60065054393040e-001dB,-5.87808802082343e+001°)
8.31763771102735e+003	(-2.59822658668389e-001dB,-5.88332176689782e+001°)
8.32146900686858e+003	(-2.59579844844509e-001dB,-5.88856384301959e+001°)
8.32530206749307e+003	(-2.59336612353158e-001dB,-5.89381427047316e+001°)
8.32913689371372e+003	(-2.59092960627742e-001dB,-5.89907307061757e+001°)
8.33297348634381e+003	(-2.58848889103440e-001dB,-5.90434026488682e+001°)
8.33681184619699e+003	(-2.58604397217188e-001dB,-5.90961587479024e+001°)
8.34065197408727e+003	(-2.58359484407768e-001dB,-5.91489992191276e+001°)
8.34449387082907e+003	(-2.58114150115809e-001dB,-5.92019242791531e+001°)
8.34833753723715e+003	(-2.57868393783729e-001dB,-5.92549341453510e+001°)
8.35218297412666e+003	(-2.57622214855976e-001dB,-5.93080290358601e+001°)
8.35603018231313e+003	(-2.57375612778873e-001dB,-5.93612091695890e+001°)
8.35987916261245e+003	(-2.57128587000708e-001dB,-5.94144747662196e+001°)
8.36372991584091e+003	(-2.56881136971841e-001dB,-5.94678260462106e+001°)
8.36758244281515e+003	(-2.56633262144642e-001dB,-5.95212632308008e+001°)
8.37143674435220e+003	(-2.56384961973558e-001dB,-5.95747865420129e+001°)
8.37529282126948e+003	(-2.56136235915159e-001dB,-5.96283962026570e+001°)
8.37915067438475e+003	(-2.55887083428206e-001dB,-5.96820924363333e+001°)
8.38301030451617e+003	(-2.55637503973601e-001dB,-5.97358754674369e+001°)
8.38687171248229e+003	(-2.55387497014412e-001dB,-5.97897455211606e+001°)
8.39073489910201e+003	(-2.55137062016260e-001dB,-5.98437028234984e+001°)
8.39459986519463e+003	(-2.54886198446657e-001dB,-5.98977476012497e+001°)
8.39846661157980e+003	(-2.54634905775809e-001dB,-5.99518800820222e+001°)
8.40233513907757e+003	(-2.54383183476051e-001dB,-6.00061004942361e+001°)
8.40620544850837e+003	(-2.54131031022223e-001dB,-6.00604090671277e+001°)
8.41007754069299e+003	(-2.53878447891748e-001dB,-6.01148060307526e+001°)
8.41395141645261e+003	(-2.53625433564353e-001dB,-6.01692916159897e+001°)
8.41782707660878e+003	(-2.53371987522418e-001dB,-6.02238660545455e+001°)
8.42170452198345e+003	(-2.53118109250850e-001dB,-6.02785295789567e+001°)
8.42558375339892e+003	(-2.52863798237151e-001dB,-6.03332824225947e+001°)
8.42946477167788e+003	(-2.52609053971575e-001dB,-6.03881248196693e+001°)
8.43334757764341e+003	(-2.52353875946989e-001dB,-6.04430570052327e+001°)
8.43723217211896e+003	(-2.52098263659068e-001dB,-6.04980792151825e+001°)
8.44111855592835e+003	(-2.51842216606262e-001dB,-6.05531916862666e+001°)
8.44500672989579e+003	(-2.51585734289673e-001dB,-6.06083946560860e+001°)
8.44889669484587e+003	(-2.51328816213616e-001dB,-6.06636883630998e+001°)
8.45278845160356e+003	(-2.51071461884995e-001dB,-6.07190730466283e+001°)
8.45668200099421e+003	(-2.50813670813894e-001dB,-6.07745489468573e+001°)
8.46057734384354e+003	(-2.50555442513320e-001dB,-6.08301163048416e+001°)
8.46447448097766e+003	(-2.50296776499270e-001dB,-6.08857753625096e+001°)
8.46837341322307e+003	(-2.50037672290932e-001dB,-6.09415263626669e+001°)
8.47227414140663e+003	(-2.49778129410605e-001dB,-6.09973695490005e+001°)
8.47617666635559e+003	(-2.49518147383724e-001dB,-6.10533051660825e+001°)
8.48008098889758e+003	(-2.49257725739063e-001dB,-6.11093334593745e+001°)
8.48398710986062e+003	(-2.48996864008588e-001dB,-6.11654546752318e+001°)
8.48789503007310e+003	(-2.48735561727612e-001dB,-6.12216690609068e+001°)
8.49180475036380e+003	(-2.48473818434879e-001dB,-6.12779768645542e+001°)
8.49571627156188e+003	(-2.48211633672528e-001dB,-6.13343783352338e+001°)
8.49962959449686e+003	(-2.47949006986161e-001dB,-6.13908737229163e+001°)
8.50354471999868e+003	(-2.47685937924946e-001dB,-6.14474632784860e+001°)
8.50746164889765e+003	(-2.47422426041575e-001dB,-6.15041472537459e+001°)
8.51138038202443e+003	(-2.47158470892395e-001dB,-6.15609259014214e+001°)
8.51530092021011e+003	(-2.46894072037479e-001dB,-6.16177994751651e+001°)
8.51922326428614e+003	(-2.46629229040585e-001dB,-6.16747682295609e+001°)
8.52314741508435e+003	(-2.46363941469264e-001dB,-6.17318324201280e+001°)
8.52707337343696e+003	(-2.46098208894924e-001dB,-6.17889923033256e+001°)
8.53100114017656e+003	(-2.45832030892823e-001dB,-6.18462481365572e+001°)
8.53493071613616e+003	(-2.45565407042216e-001dB,-6.19036001781747e+001°)
8.53886210214910e+003	(-2.45298336926413e-001dB,-6.19610486874834e+001°)
8.54279529904915e+003	(-2.45030820132585e-001dB,-6.20185939247457e+001°)
8.54673030767045e+003	(-2.44762856252277e-001dB,-6.20762361511861e+001°)
8.55066712884750e+003	(-2.44494444881009e-001dB,-6.21339756289957e+001°)
8.55460576341523e+003	(-2.44225585618585e-001dB,-6.21918126213359e+001°)
8.55854621220891e+003	(-2.43956278069117e-001dB,-6.22497473923444e+001°)
8.56248847606423e+003	(-2.43686521841103e-001dB,-6.23077802071382e+001°)
8.56643255581723e+003	(-2.43416316547327e-001dB,-6.23659113318193e+001°)
8.57037845230437e+003	(-2.43145661805096e-001dB,-6.24241410334789e+001°)
8.57432616636247e+003	(-2.42874557236330e-001dB,-6.24824695802017e+001°)
8.57827569882876e+003	(-2.42603002467393e-001dB,-6.25408972410713e+001°)
8.58222705054083e+003	(-2.42330997129312e-001dB,-6.25994242861743e+001°)
8.58618022233666e+003	(-2.42058540857970e-001dB,-6.26580509866052e+001°)
8.59013521505464e+003	(-2.41785633293835e-001dB,-6.27167776144713e+001°)
8.59409202953351e+003	(-2.41512274082266e-001dB,-6.27756044428972e+001°)
8.59805066661242e+003	(-2.41238462873587e-001dB,-6.28345317460297e+001°)
8.60201112713092e+003	(-2.40964199323023e-001dB,-6.28935597990428e+001°)
8.60597341192890e+003	(-2.40689483090807e-001dB,-6.29526888781421e+001°)
8.60993752184669e+003	(-2.40414313842376e-001dB,-6.30119192605706e+001°)
8.61390345772496e+003	(-2.40138691248204e-001dB,-6.30712512246121e+001°)
8.61787122040481e+003	(-2.39862614984003e-001dB,-6.31306850495976e+001°)
8.62184081072770e+003	(-2.39586084730874e-001dB,-6.31902210159095e+001°)
8.62581222953547e+003	(-2.39309100175176e-001dB,-6.32498594049869e+001°)
8.62978547767039e+003	(-2.39031661008754e-001dB,-6.33096004993302e+001°)
8.63376055597506e+003	(-2.38753766929010e-001dB,-6.33694445825068e+001°)
8.63773746529252e+003	(-2.38475417638759e-001dB,-6.34293919391555e+001°)
8.64171620646618e+003	(-2.38196612846659e-001dB,-6.34894428549919e+001°)
8.64569678033981e+003	(-2.37917352266896e-001dB,-6.35495976168137e+001°)
8.64967918775762e+003	(-2.37637635619619e-001dB,-6.36098565125058e+001°)
8.65366342956417e+003	(-2.37357462630771e-001dB,-6.36702198310452e+001°)
8.65764950660442e+003	(-2.37076833032135e-001dB,-6.37306878625063e+001°)
8.66163741972372e+003	(-2.36795746561667e-001dB,-6.37912608980665e+001°)
8.66562716976783e+003	(-2.36514202963316e-001dB,-6.38519392300114e+001°)
8.66961875758285e+003	(-2.36232201987239e-001dB,-6.39127231517396e+001°)
8.67361218401533e+003	(-2.35949743389854e-001dB,-6.39736129577686e+001°)
8.67760744991215e+003	(-2.35666826933827e-001dB,-6.40346089437399e+001°)
8.68160455612063e+003	(-2.35383452388272e-001dB,-6.40957114064247e+001°)
8.68560350348846e+003	(-2.35099619528806e-001dB,-6.41569206437289e+001°)
8.68960429286371e+003	(-2.34815328137596e-001dB,-6.42182369546987e+001°)
8.69360692509485e+003	(-2.34530578003392e-001dB,-6.42796606395269e+001°)
8.69761140103076e+003	(-2.34245368921764e-001dB,-6.43411919995566e+001°)
8.70161772152067e+003	(-2.33959700695034e-001dB,-6.44028313372888e+001°)
8.70562588741424e+003	(-2.33673573132429e-001dB,-6.44645789563866e+001°)
8.70963589956150e+003	(-2.33386986050151e-001dB,-6.45264351616818e+001°)
8.71364775881288e+003	(-2.33099939271479e-001dB,-6.45884002591795e+001°)
8.71766146601919e+003	(-2.32812432626824e-001dB,-6.46504745560647e+001°)
8.72167702203165e+003	(-2.32524465953867e-001dB,-6.47126583607076e+001°)
8.72569442770186e+003	(-2.32236039097547e-001dB,-6.47749519826695e+001°)
8.72971368388181e+003	(-2.31947151910333e-001dB,-6.48373557327086e+001°)
8.73373479142390e+003	(-2.31657804252051e-001dB,-6.48998699227856e+001°)
8.73775775118090e+003	(-2.31367995990267e-001dB,-6.49624948660699e+001°)
8.74178256400598e+003	(-2.31077727000139e-001dB,-6.50252308769453e+001°)
8.74580923075272e+003	(-2.30786997164652e-001dB,-6.50880782710158e+001°)
8.74983775227506e+003	(-2.30495806374687e-001dB,-6.51510373651120e+001°)
8.75386812942737e+003	(-2.30204154528994e-001dB,-6.52141084772966e+001°)
8.75790036306438e+003	(-2.29912041534474e-001dB,-6.52772919268709e+001°)
8.76193445404125e+003	(-2.29619467306258e-001dB,-6.53405880343804e+001°)
8.76597040321349e+003	(-2.29326431767562e-001dB,-6.54039971216211e+001°)
8.77000821143705e+003	(-2.29032934850072e-001dB,-6.54675195116462e+001°)
8.77404787956824e+003	(-2.28738976493900e-001dB,-6.55311555287710e+001°)
8.77808940846377e+003	(-2.28444556647787e-001dB,-6.55949054985804e+001°)
8.78213279898077e+003	(-2.28149675269042e-001dB,-6.56587697479346e+001°)
8.78617805197673e+003	(-2.27854332323802e-001dB,-6.57227486049749e+001°)
8.79022516830955e+003	(-2.27558527787003e-001dB,-6.57868423991314e+001°)
8.79427414883753e+003	(-2.27262261642634e-001dB,-6.58510514611278e+001°)
8.79832499441937e+003	(-2.26965533883713e-001dB,-6.59153761229887e+001°)
8.80237770591415e+003	(-2.26668344512465e-001dB,-6.59798167180460e+001°)
8.80643228418135e+003	(-2.26370693540352e-001dB,-6.60443735809449e+001°)
8.81048873008085e+003	(-2.26072580988398e-001dB,-6.61090470476510e+001°)
8.81454704447293e+003	(-2.25774006886947e-001dB,-6.61738374554569e+001°)
8.81860722821825e+003	(-2.25474971276070e-001dB,-6.62387451429876e+001°)
8.82266928217788e+003	(-2.25175474205509e-001dB,-6.63037704502088e+001°)
8.82673320721329e+003	(-2.24875515734947e-001dB,-6.63689137184324e+001°)
8.83079900418634e+003	(-2.24575095934000e-001dB,-6.64341752903236e+001°)
8.83486667395928e+003	(-2.24274214882300e-001dB,-6.64995555099078e+001°)
8.83893621739478e+003	(-2.23972872669811e-001dB,-6.65650547225772e+001°)
8.84300763535587e+003	(-2.23671069396671e-001dB,-6.66306732750977e+001°)
8.84708092870602e+003	(-2.23368805173547e-001dB,-6.66964115156156e+001°)
8.85115609830907e+003	(-2.23066080121623e-001dB,-6.67622697936649e+001°)
8.85523314502926e+003	(-2.22762894372751e-001dB,-6.68282484601736e+001°)
8.85931206973124e+003	(-2.22459248069633e-001dB,-6.68943478674714e+001°)
8.86339287328005e+003	(-2.22155141365883e-001dB,-6.69605683692968e+001°)
8.86747555654114e+003	(-2.21850574426108e-001dB,-6.70269103208031e+001°)
8.87156012038033e+003	(-2.21545547426183e-001dB,-6.70933740785666e+001°)
8.87564656566386e+003	(-2.21240060553203e-001dB,-6.71599600005937e+001°)
8.87973489325839e+003	(-2.20934114005770e-001dB,-6.72266684463272e+001°)
8.88382510403093e+003	(-2.20627707994025e-001dB,-6.72934997766548e+001°)
8.88791719884892e+003	(-2.20320842739794e-001dB,-6.73604543539157e+001°)
8.89201117858021e+003	(-2.20013518476770e-001dB,-6.74275325419076e+001°)
8.89610704409301e+003	(-2.19705735450647e-001dB,-6.74947347058950e+001°)
8.90020479625598e+003	(-2.19397493919071e-001dB,-6.75620612126157e+001°)
8.90430443593814e+003	(-2.19088794152095e-001dB,-6.76295124302893e+001°)
8.90840596400893e+003	(-2.18779636432065e-001dB,-6.76970887286236e+001°)
8.91250938133818e+003	(-2.18470021053910e-001dB,-6.77647904788230e+001°)
8.91661468879613e+003	(-2.18159948325155e-001dB,-6.78326180535959e+001°)
8.92072188725341e+003	(-2.17849418566132e-001dB,-6.79005718271620e+001°)
8.92483097758107e+003	(-2.17538432110209e-001dB,-6.79686521752605e+001°)
8.92894196065055e+003	(-2.17226989303764e-001dB,-6.80368594751577e+001°)
8.93305483733368e+003	(-2.16915090506443e-001dB,-6.81051941056544e+001°)
8.93716960850270e+003	(-2.16602736091282e-001dB,-6.81736564470947e+001°)
8.94128627503026e+003	(-2.16289926444893e-001dB,-6.82422468813729e+001°)
8.94540483778941e+003	(-2.15976661967524e-001dB,-6.83109657919418e+001°)
8.94952529765360e+003	(-2.15662943073340e-001dB,-6.83798135638209e+001°)
8.95364765549666e+003	(-2.15348770190473e-001dB,-6.84487905836041e+001°)
8.95777191219287e+003	(-2.15034143761235e-001dB,-6.85178972394682e+001°)
8.96189806861687e+003	(-2.14719064242227e-001dB,-6.85871339211808e+001°)
8.96602612564371e+003	(-2.14403532104531e-001dB,-6.86565010201082e+001°)
8.97015608414887e+003	(-2.14087547833908e-001dB,-6.87259989292243e+001°)
8.97428794500821e+003	(-2.13771111930991e-001dB,-6.87956280431186e+001°)
8.97842170909799e+003	(-2.13454224911141e-001dB,-6.88653887580039e+001°)
8.98255737729490e+003	(-2.13136887305095e-001dB,-6.89352814717260e+001°)
8.98669495047599e+003	(-2.12819099658814e-001dB,-6.90053065837711e+001°)
8.99083442951876e+003	(-2.12500862533701e-001dB,-6.90754644952744e+001°)
8.99497581530108e+003	(-2.12182176506828e-001dB,-6.91457556090293e+001°)
8.99911910870125e+003	(-2.11863042171098e-001dB,-6.92161803294955e+001°)
9.00326431059796e+003	(-2.11543460135405e-001dB,-6.92867390628076e+001°)
9.00741142187030e+003	(-2.11223431024876e-001dB,-6.93574322167841e+001°)
9.01156044339778e+003	(-2.10902955480811e-001dB,-6.94282602009359e+001°)
9.01571137606030e+003	(-2.10582034161210e-001dB,-6.94992234264753e+001°)
9.01986422073818e+003	(-2.10260667740715e-001dB,-6.95703223063250e+001°)
9.02401897831214e+003	(-2.09938856910892e-001dB,-6.96415572551268e+001°)
9.02817564966330e+003	(-2.09616602380347e-001dB,-6.97129286892501e+001°)
9.03233423567319e+003	(-2.09293904875025e-001dB,-6.97844370268025e+001°)
9.03649473722375e+003	(-2.08970765138287e-001dB,-6.98560826876373e+001°)
9.04065715519732e+003	(-2.08647183931155e-001dB,-6.99278660933633e+001°)
9.04482149047664e+003	(-2.08323162032429e-001dB,-6.99997876673538e+001°)
9.04898774394488e+003	(-2.07998700239087e-001dB,-7.00718478347565e+001°)
9.05315591648559e+003	(-2.07673799366270e-001dB,-7.01440470225018e+001°)
9.05732600898274e+003	(-2.07348460247579e-001dB,-7.02163856593135e+001°)
9.06149802232071e+003	(-2.07022683735175e-001dB,-7.02888641757167e+001°)
9.06567195738429e+003	(-2.06696470700195e-001dB,-7.03614830040489e+001°)
9.06984781505867e+003	(-2.06369822032744e-001dB,-7.04342425784683e+001°)
9.07402559622943e+003	(-2.06042738642166e-001dB,-7.05071433349638e+001°)
9.07820530178260e+003	(-2.05715221457420e-001dB,-7.05801857113653e+001°)
9.08238693260458e+003	(-2.05387271426928e-001dB,-7.06533701473527e+001°)
9.08657048958220e+003	(-2.05058889519175e-001dB,-7.07266970844658e+001°)
9.09075597360270e+003	(-2.04730076722635e-001dB,-7.08001669661146e+001°)
9.09494338555370e+003	(-2.04400834046250e-001dB,-7.08737802375890e+001°)
9.09913272632326e+003	(-2.04071162519405e-001dB,-7.09475373460686e+001°)
9.10332399679984e+003	(-2.03741063192318e-001dB,-7.10214387406330e+001°)
9.10751719787231e+003	(-2.03410537136085e-001dB,-7.10954848722721e+001°)
9.11171233042994e+003	(-2.03079585443241e-001dB,-7.11696761938957e+001°)
9.11590939536242e+003	(-2.02748209227622e-001dB,-7.12440131603445e+001°)
9.12010839355985e+003	(-2.02416409624790e-001dB,-7.13184962283997e+001°)
9.12430932591272e+003	(-2.02084187792209e-001dB,-7.13931258567940e+001°)
9.12851219331197e+003	(-2.01751544909583e-001dB,-7.14679025062215e+001°)
9.13271699664892e+003	(-2.01418482178927e-001dB,-7.15428266393489e+001°)
9.13692373681529e+003	(-2.01085000824970e-001dB,-7.16178987208255e+001°)
9.14113241470325e+003	(-2.00751102095220e-001dB,-7.16931192172939e+001°)
9.14534303120536e+003	(-2.00416787260457e-001dB,-7.17684885974013e+001°)
9.14955558721457e+003	(-2.00082057614733e-001dB,-7.18440073318095e+001°)
9.15377008362427e+003	(-1.99746914475823e-001dB,-7.19196758932063e+001°)
9.15798652132827e+003	(-1.99411359185354e-001dB,-7.19954947563163e+001°)
9.16220490122075e+003	(-1.99075393109024e-001dB,-7.20714643979118e+001°)
9.16642522419635e+003	(-1.98739017637089e-001dB,-7.21475852968238e+001°)
9.17064749115008e+003	(-1.98402234184333e-001dB,-7.22238579339538e+001°)
9.17487170297739e+003	(-1.98065044190565e-001dB,-7.23002827922838e+001°)
9.17909786057413e+003	(-1.97727449120794e-001dB,-7.23768603568893e+001°)
9.18332596483657e+003	(-1.97389450465405e-001dB,-7.24535911149486e+001°)
9.18755601666139e+003	(-1.97051049740603e-001dB,-7.25304755557561e+001°)
9.19178801694567e+003	(-1.96712248488653e-001dB,-7.26075141707327e+001°)
9.19602196658694e+003	(-1.96373048277984e-001dB,-7.26847074534375e+001°)
9.20025786648309e+003	(-1.96033450703813e-001dB,-7.27620558995802e+001°)
9.20449571753248e+003	(-1.95693457388007e-001dB,-7.28395600070318e+001°)
9.20873552063383e+003	(-1.95353069979722e-001dB,-7.29172202758373e+001°)
9.21297727668632e+003	(-1.95012290155503e-001dB,-7.29950372082269e+001°)
9.21722098658952e+003	(-1.94671119619659e-001dB,-7.30730113086289e+001°)
9.22146665124341e+003	(-1.94329560104518e-001dB,-7.31511430836800e+001°)
9.22571427154840e+003	(-1.93987613370746e-001dB,-7.32294330422396e+001°)
9.22996384840531e+003	(-1.93645281207594e-001dB,-7.33078816954005e+001°)
9.23421538271537e+003	(-1.93302565433389e-001dB,-7.33864895565019e+001°)
9.23846887538022e+003	(-1.92959467895555e-001dB,-7.34652571411412e+001°)
9.24272432730194e+003	(-1.92615990471166e-001dB,-7.35441849671869e+001°)
9.24698173938300e+003	(-1.92272135067145e-001dB,-7.36232735547909e+001°)
9.25124111252629e+003	(-1.91927903620590e-001dB,-7.37025234264014e+001°)
9.25550244763513e+003	(-1.91583298099108e-001dB,-7.37819351067751e+001°)
9.25976574561324e+003	(-1.91238320501260e-001dB,-7.38615091229906e+001°)
9.26403100736477e+003	(-1.90892972856574e-001dB,-7.39412460044606e+001°)
9.26829823379426e+003	(-1.90547257226300e-001dB,-7.40211462829456e+001°)
9.27256742580672e+003	(-1.90201175703321e-001dB,-7.41012104925659e+001°)
9.27683858430751e+003	(-1.89854730412900e-001dB,-7.41814391698158e+001°)
9.28111171020246e+003	(-1.89507923512583e-001dB,-7.42618328535763e+001°)
9.28538680439779e+003	(-1.89160757192929e-001dB,-7.43423920851279e+001°)
9.28966386780014e+003	(-1.88813233677625e-001dB,-7.44231174081652e+001°)
9.29394290131658e+003	(-1.88465355224040e-001dB,-7.45040093688093e+001°)
9.29822390585458e+003	(-1.88117124123364e-001dB,-7.45850685156217e+001°)
9.30250688232206e+003	(-1.87768542701016e-001dB,-7.46662953996184e+001°)
9.30679183162731e+003	(-1.87419613317166e-001dB,-7.47476905742827e+001°)
9.31107875467908e+003	(-1.87070338366892e-001dB,-7.48292545955795e+001°)
9.31536765238652e+003	(-1.86720720280813e-001dB,-7.49109880219700e+001°)
9.31965852565920e+003	(-1.86370761524989e-001dB,-7.49928914144241e+001°)
