Freq.	V(N004)/V(N002)
4.00866717627270e+004	(-1.82188631291533e-001dB,1.69531449038267e+001°)
4.01790810848907e+004	(-1.81358551567835e-001dB,1.69146438787485e+001°)
4.02717034325426e+004	(-1.80532221988101e-001dB,1.68762280678506e+001°)
4.03645392967572e+004	(-1.79709625899884e-001dB,1.68378972976724e+001°)
4.04575891697409e+004	(-1.78890746722050e-001dB,1.67996513950022e+001°)
4.05508535448350e+004	(-1.78075567944478e-001dB,1.67614901868780e+001°)
4.06443329165179e+004	(-1.77264073127789e-001dB,1.67234135005868e+001°)
4.07380277804079e+004	(-1.76456245903075e-001dB,1.66854211636662e+001°)
4.08319386332658e+004	(-1.75652069971577e-001dB,1.66475130039035e+001°)
4.09260659729977e+004	(-1.74851529104471e-001dB,1.66096888493374e+001°)
4.10204102986573e+004	(-1.74054607142550e-001dB,1.65719485282577e+001°)
4.11149721104488e+004	(-1.73261287995958e-001dB,1.65342918692055e+001°)
4.12097519097296e+004	(-1.72471555643906e-001dB,1.64967187009736e+001°)
4.13047501990127e+004	(-1.71685394134428e-001dB,1.64592288526078e+001°)
4.13999674819696e+004	(-1.70902787584064e-001dB,1.64218221534055e+001°)
4.14954042634329e+004	(-1.70123720177632e-001dB,1.63844984329176e+001°)
4.15910610493988e+004	(-1.69348176167920e-001dB,1.63472575209481e+001°)
4.16869383470301e+004	(-1.68576139875445e-001dB,1.63100992475547e+001°)
4.17830366646587e+004	(-1.67807595688157e-001dB,1.62730234430488e+001°)
4.18793565117884e+004	(-1.67042528061190e-001dB,1.62360299379959e+001°)
4.19758983990973e+004	(-1.66280921516591e-001dB,1.61991185632165e+001°)
4.20726628384409e+004	(-1.65522760643035e-001dB,1.61622891497851e+001°)
4.21696503428547e+004	(-1.64768030095588e-001dB,1.61255415290321e+001°)
4.22668614265568e+004	(-1.64016714595413e-001dB,1.60888755325426e+001°)
4.23642966049506e+004	(-1.63268798929535e-001dB,1.60522909921579e+001°)
4.24619563946277e+004	(-1.62524267950546e-001dB,1.60157877399749e+001°)
4.25598413133708e+004	(-1.61783106576369e-001dB,1.59793656083467e+001°)
4.26579518801557e+004	(-1.61045299789982e-001dB,1.59430244298831e+001°)
4.27562886151550e+004	(-1.60310832639155e-001dB,1.59067640374503e+001°)
4.28548520397404e+004	(-1.59579690236202e-001dB,1.58705842641716e+001°)
4.29536426764851e+004	(-1.58851857757713e-001dB,1.58344849434277e+001°)
4.30526610491675e+004	(-1.58127320444298e-001dB,1.57984659088564e+001°)
4.31519076827729e+004	(-1.57406063600327e-001dB,1.57625269943534e+001°)
4.32513831034972e+004	(-1.56688072593678e-001dB,1.57266680340724e+001°)
4.33510878387493e+004	(-1.55973332855469e-001dB,1.56908888624244e+001°)
4.34510224171535e+004	(-1.55261829879836e-001dB,1.56551893140804e+001°)
4.35511873685532e+004	(-1.54553549223634e-001dB,1.56195692239684e+001°)
4.36515832240129e+004	(-1.53848476506210e-001dB,1.55840284272756e+001°)
4.37522105158215e+004	(-1.53146597409162e-001dB,1.55485667594487e+001°)
4.38530697774949e+004	(-1.52447897676036e-001dB,1.55131840561926e+001°)
4.39541615437787e+004	(-1.51752363112149e-001dB,1.54778801534723e+001°)
4.40554863506516e+004	(-1.51059979584282e-001dB,1.54426548875122e+001°)
4.41570447353275e+004	(-1.50370733020458e-001dB,1.54075080947961e+001°)
4.42588372362589e+004	(-1.49684609409668e-001dB,1.53724396120675e+001°)
4.43608643931395e+004	(-1.49001594801666e-001dB,1.53374492763306e+001°)
4.44631267469071e+004	(-1.48321675306699e-001dB,1.53025369248497e+001°)
4.45656248397466e+004	(-1.47644837095227e-001dB,1.52677023951485e+001°)
4.46683592150925e+004	(-1.46971066397749e-001dB,1.52329455250123e+001°)
4.47713304176325e+004	(-1.46300349504504e-001dB,1.51982661524866e+001°)
4.48745389933094e+004	(-1.45632672765252e-001dB,1.51636641158775e+001°)
4.49779854893250e+004	(-1.44968022589018e-001dB,1.51291392537524e+001°)
4.50816704541422e+004	(-1.44306385443876e-001dB,1.50946914049395e+001°)
4.51855944374884e+004	(-1.43647747856665e-001dB,1.50603204085281e+001°)
4.52897579903582e+004	(-1.42992096412804e-001dB,1.50260261038692e+001°)
4.53941616650165e+004	(-1.42339417755999e-001dB,1.49918083305748e+001°)
4.54988060150010e+004	(-1.41689698588039e-001dB,1.49576669285184e+001°)
4.56036915951257e+004	(-1.41042925668570e-001dB,1.49236017378357e+001°)
4.57088189614836e+004	(-1.40399085814800e-001dB,1.48896125989233e+001°)
4.58141886714494e+004	(-1.39758165901334e-001dB,1.48556993524404e+001°)
4.59198012836829e+004	(-1.39120152859902e-001dB,1.48218618393076e+001°)
4.60256573581317e+004	(-1.38485033679097e-001dB,1.47880999007074e+001°)
4.61317574560340e+004	(-1.37852795404228e-001dB,1.47544133780850e+001°)
4.62381021399221e+004	(-1.37223425137007e-001dB,1.47208021131476e+001°)
4.63446919736248e+004	(-1.36596910035332e-001dB,1.46872659478638e+001°)
4.64515275222710e+004	(-1.35973237313105e-001dB,1.46538047244659e+001°)
4.65586093522919e+004	(-1.35352394239936e-001dB,1.46204182854476e+001°)
4.66659380314249e+004	(-1.34734368140955e-001dB,1.45871064735648e+001°)
4.67735141287158e+004	(-1.34119146396578e-001dB,1.45538691318371e+001°)
4.68813382145225e+004	(-1.33506716442268e-001dB,1.45207061035453e+001°)
4.69894108605175e+004	(-1.32897065768328e-001dB,1.44876172322339e+001°)
4.70977326396912e+004	(-1.32290181919645e-001dB,1.44546023617091e+001°)
4.72063041263550e+004	(-1.31686052495500e-001dB,1.44216613360404e+001°)
4.73151258961440e+004	(-1.31084665149320e-001dB,1.43887939995599e+001°)
4.74241985260204e+004	(-1.30486007588450e-001dB,1.43560001968621e+001°)
4.75335225942764e+004	(-1.29890067573957e-001dB,1.43232797728046e+001°)
4.76430986805375e+004	(-1.29296832920384e-001dB,1.42906325725075e+001°)
4.77529273657650e+004	(-1.28706291495555e-001dB,1.42580584413544e+001°)
4.78630092322597e+004	(-1.28118431220313e-001dB,1.42255572249906e+001°)
4.79733448636648e+004	(-1.27533240068330e-001dB,1.41931287693250e+001°)
4.80839348449687e+004	(-1.26950706065900e-001dB,1.41607729205293e+001°)
4.81947797625086e+004	(-1.26370817291689e-001dB,1.41284895250374e+001°)
4.83058802039731e+004	(-1.25793561876550e-001dB,1.40962784295472e+001°)
4.84172367584057e+004	(-1.25218928003265e-001dB,1.40641394810180e+001°)
4.85288500162079e+004	(-1.24646903906374e-001dB,1.40320725266730e+001°)
4.86407205691419e+004	(-1.24077477871956e-001dB,1.40000774139982e+001°)
4.87528490103344e+004	(-1.23510638237353e-001dB,1.39681539907412e+001°)
4.88652359342791e+004	(-1.22946373391056e-001dB,1.39363021049140e+001°)
4.89778819368404e+004	(-1.22384671772397e-001dB,1.39045216047897e+001°)
4.90907876152560e+004	(-1.21825521871422e-001dB,1.38728123389055e+001°)
4.92039535681408e+004	(-1.21268912228615e-001dB,1.38411741560607e+001°)
4.93173803954893e+004	(-1.20714831434701e-001dB,1.38096069053167e+001°)
4.94310686986792e+004	(-1.20163268130489e-001dB,1.37781104359986e+001°)
4.95450190804747e+004	(-1.19614211006585e-001dB,1.37466845976934e+001°)
4.96592321450293e+004	(-1.19067648803250e-001dB,1.37153292402509e+001°)
4.97737084978893e+004	(-1.18523570310127e-001dB,1.36840442137825e+001°)
4.98884487459969e+004	(-1.17981964366112e-001dB,1.36528293686632e+001°)
5.00034534976935e+004	(-1.17442819859099e-001dB,1.36216845555299e+001°)
5.01187233627229e+004	(-1.16906125725759e-001dB,1.35906096252812e+001°)
5.02342589522343e+004	(-1.16371870951408e-001dB,1.35596044290789e+001°)
5.03500608787861e+004	(-1.15840044569730e-001dB,1.35286688183466e+001°)
5.04661297563484e+004	(-1.15310635662606e-001dB,1.34978026447697e+001°)
5.05824662003070e+004	(-1.14783633359904e-001dB,1.34670057602956e+001°)
5.06990708274660e+004	(-1.14259026839318e-001dB,1.34362780171347e+001°)
5.08159442560516e+004	(-1.13736805326080e-001dB,1.34056192677574e+001°)
5.09330871057151e+004	(-1.13216958092862e-001dB,1.33750293648977e+001°)
5.10504999975362e+004	(-1.12699474459492e-001dB,1.33445081615499e+001°)
5.11681835540263e+004	(-1.12184343792829e-001dB,1.33140555109710e+001°)
5.12861383991320e+004	(-1.11671555506496e-001dB,1.32836712666785e+001°)
5.14043651582381e+004	(-1.11161099060750e-001dB,1.32533552824525e+001°)
5.15228644581711e+004	(-1.10652963962227e-001dB,1.32231074123331e+001°)
5.16416369272026e+004	(-1.10147139763801e-001dB,1.31929275106228e+001°)
5.17606831950522e+004	(-1.09643616064325e-001dB,1.31628154318840e+001°)
5.18800038928915e+004	(-1.09142382508520e-001dB,1.31327710309415e+001°)
5.19995996533470e+004	(-1.08643428786704e-001dB,1.31027941628798e+001°)
5.21194711105035e+004	(-1.08146744634644e-001dB,1.30728846830444e+001°)
5.22396188999074e+004	(-1.07652319833362e-001dB,1.30430424470424e+001°)
5.23600436585704e+004	(-1.07160144208937e-001dB,1.30132673107403e+001°)
5.24807460249726e+004	(-1.06670207632290e-001dB,1.29835591302653e+001°)
5.26017266390660e+004	(-1.06182500019048e-001dB,1.29539177620051e+001°)
5.27229861422776e+004	(-1.05697011329327e-001dB,1.29243430626081e+001°)
5.28445251775134e+004	(-1.05213731567516e-001dB,1.28948348889813e+001°)
5.29663443891611e+004	(-1.04732650782150e-001dB,1.28653930982928e+001°)
5.30884444230941e+004	(-1.04253759065667e-001dB,1.28360175479701e+001°)
5.32108259266747e+004	(-1.03777046554274e-001dB,1.28067080957005e+001°)
5.33334895487574e+004	(-1.03302503427706e-001dB,1.27774645994302e+001°)
5.34564359396924e+004	(-1.02830119909096e-001dB,1.27482869173655e+001°)
5.35796657513294e+004	(-1.02359886264753e-001dB,1.27191749079713e+001°)
5.37031796370205e+004	(-1.01891792804001e-001dB,1.26901284299722e+001°)
5.38269782516240e+004	(-1.01425829878966e-001dB,1.26611473423503e+001°)
5.39510622515080e+004	(-1.00961987884465e-001dB,1.26322315043485e+001°)
5.40754322945533e+004	(-1.00500257257734e-001dB,1.26033807754669e+001°)
5.42000890401576e+004	(-1.00040628478304e-001dB,1.25745950154639e+001°)
5.43250331492385e+004	(-9.95830920678224e-002dB,1.25458740843570e+001°)
5.44502652842373e+004	(-9.91276385898418e-002dB,1.25172178424211e+001°)
5.45757861091222e+004	(-9.86742586496775e-002dB,1.24886261501894e+001°)
5.47015962893923e+004	(-9.82229428942108e-002dB,1.24600988684529e+001°)
5.48276964920805e+004	(-9.77736820117043e-002dB,1.24316358582597e+001°)
5.49540873857576e+004	(-9.73264667316551e-002dB,1.24032369809157e+001°)
5.50807696405354e+004	(-9.68812878245950e-002dB,1.23749020979842e+001°)
5.52077439280708e+004	(-9.64381361019196e-002dB,1.23466310712853e+001°)
5.53350109215687e+004	(-9.59970024157221e-002dB,1.23184237628957e+001°)
5.54625712957861e+004	(-9.55578776586173e-002dB,1.22902800351493e+001°)
5.55904257270354e+004	(-9.51207527635661e-002dB,1.22621997506366e+001°)
5.57185748931880e+004	(-9.46856187037010e-002dB,1.22341827722034e+001°)
5.58470194736781e+004	(-9.42524664921787e-002dB,1.22062289629531e+001°)
5.59757601495060e+004	(-9.38212871819658e-002dB,1.21783381862440e+001°)
5.61047976032420e+004	(-9.33920718656972e-002dB,1.21505103056901e+001°)
5.62341325190299e+004	(-9.29648116755284e-002dB,1.21227451851620e+001°)
5.63637655825904e+004	(-9.25394977829008e-002dB,1.20950426887841e+001°)
5.64936974812252e+004	(-9.21161213984503e-002dB,1.20674026809373e+001°)
5.66239289038202e+004	(-9.16946737717926e-002dB,1.20398250262569e+001°)
5.67544605408496e+004	(-9.12751461913628e-002dB,1.20123095896326e+001°)
5.68852930843790e+004	(-9.08575299842639e-002dB,1.19848562362094e+001°)
5.70164272280696e+004	(-9.04418165160915e-002dB,1.19574648313861e+001°)
5.71478636671815e+004	(-9.00279971907637e-002dB,1.19301352408156e+001°)
5.72796030985777e+004	(-8.96160634503624e-002dB,1.19028673304045e+001°)
5.74116462207276e+004	(-8.92060067750025e-002dB,1.18756609663142e+001°)
5.75439937337105e+004	(-8.87978186825898e-002dB,1.18485160149581e+001°)
5.76766463392199e+004	(-8.83914907287437e-002dB,1.18214323430036e+001°)
5.78096047405666e+004	(-8.79870145065910e-002dB,1.17944098173715e+001°)
5.79428696426829e+004	(-8.75843816466115e-002dB,1.17674483052347e+001°)
5.80764417521259e+004	(-8.71835838164735e-002dB,1.17405476740187e+001°)
5.82103217770819e+004	(-8.67846127208931e-002dB,1.17137077914018e+001°)
5.83445104273692e+004	(-8.63874601014506e-002dB,1.16869285253140e+001°)
5.84790084144428e+004	(-8.59921177364710e-002dB,1.16602097439379e+001°)
5.86138164513975e+004	(-8.55985774408134e-002dB,1.16335513157070e+001°)
5.87489352529723e+004	(-8.52068310657425e-002dB,1.16069531093064e+001°)
5.88843655355535e+004	(-8.48168704987817e-002dB,1.15804149936727e+001°)
5.90201080171791e+004	(-8.44286876635493e-002dB,1.15539368379931e+001°)
5.91561634175420e+004	(-8.40422745195915e-002dB,1.15275185117059e+001°)
5.92925324579946e+004	(-8.36576230622328e-002dB,1.15011598844996e+001°)
5.94292158615518e+004	(-8.32747253224531e-002dB,1.14748608263133e+001°)
5.95662143528956e+004	(-8.28935733666634e-002dB,1.14486212073354e+001°)
5.97035286583782e+004	(-8.25141592966421e-002dB,1.14224408980048e+001°)
5.98411595060265e+004	(-8.21364752492976e-002dB,1.13963197690092e+001°)
5.99791076255455e+004	(-8.17605133965906e-002dB,1.13702576912861e+001°)
6.01173737483223e+004	(-8.13862659453427e-002dB,1.13442545360224e+001°)
6.02559586074303e+004	(-8.10137251370705e-002dB,1.13183101746524e+001°)
6.03948629376325e+004	(-8.06428832478896e-002dB,1.12924244788604e+001°)
6.05340874753858e+004	(-8.02737325883149e-002dB,1.12665973205777e+001°)
6.06736329588450e+004	(-7.99062655031473e-002dB,1.12408285719848e+001°)
6.08135001278662e+004	(-7.95404743712897e-002dB,1.12151181055086e+001°)
6.09536897240113e+004	(-7.91763516056484e-002dB,1.11894657938247e+001°)
6.10942024905516e+004	(-7.88138896529254e-002dB,1.11638715098550e+001°)
6.12350391724717e+004	(-7.84530809935423e-002dB,1.11383351267692e+001°)
6.13762005164738e+004	(-7.80939181414264e-002dB,1.11128565179829e+001°)
6.15176872709812e+004	(-7.77363936439224e-002dB,1.10874355571587e+001°)
6.16595001861425e+004	(-7.73805000815988e-002dB,1.10620721182048e+001°)
6.18016400138359e+004	(-7.70262300681491e-002dB,1.10367660752759e+001°)
6.19441075076724e+004	(-7.66735762502222e-002dB,1.10115173027721e+001°)
6.20869034230006e+004	(-7.63225313072831e-002dB,1.09863256753387e+001°)
6.22300285169102e+004	(-7.59730879514711e-002dB,1.09611910678661e+001°)
6.23734835482362e+004	(-7.56252389274670e-002dB,1.09361133554896e+001°)
6.25172692775628e+004	(-7.52789770123456e-002dB,1.09110924135893e+001°)
6.26613864672278e+004	(-7.49342950154332e-002dB,1.08861281177892e+001°)
6.28058358813260e+004	(-7.45911857781670e-002dB,1.08612203439572e+001°)
6.29506182857139e+004	(-7.42496421739663e-002dB,1.08363689682053e+001°)
6.30957344480135e+004	(-7.39096571080878e-002dB,1.08115738668888e+001°)
6.32411851376161e+004	(-7.35712235174775e-002dB,1.07868349166057e+001°)
6.33869711256868e+004	(-7.32343343706457e-002dB,1.07621519941975e+001°)
6.35330931851685e+004	(-7.28989826675427e-002dB,1.07375249767483e+001°)
6.36795520907857e+004	(-7.25651614393732e-002dB,1.07129537415835e+001°)
6.38263486190489e+004	(-7.22328637485319e-002dB,1.06884381662718e+001°)
6.39734835482589e+004	(-7.19020826883999e-002dB,1.06639781286228e+001°)
6.41209576585102e+004	(-7.15728113832614e-002dB,1.06395735066880e+001°)
6.42687717316960e+004	(-7.12450429881277e-002dB,1.06152241787595e+001°)
6.44169265515117e+004	(-7.09187706886534e-002dB,1.05909300233712e+001°)
6.45654229034595e+004	(-7.05939877009448e-002dB,1.05666909192965e+001°)
6.47142615748523e+004	(-7.02706872714688e-002dB,1.05425067455496e+001°)
6.48634433548178e+004	(-6.99488626769193e-002dB,1.05183773813851e+001°)
6.50129690343030e+004	(-6.96285072240546e-002dB,1.04943027062963e+001°)
6.51628394060782e+004	(-6.93096142495963e-002dB,1.04702826000164e+001°)
6.53130552647411e+004	(-6.89921771201074e-002dB,1.04463169425185e+001°)
6.54636174067214e+004	(-6.86761892318186e-002dB,1.04224056140132e+001°)
6.56145266302844e+004	(-6.83616440105287e-002dB,1.03985484949499e+001°)
6.57657837355359e+004	(-6.80485349114873e-002dB,1.03747454660169e+001°)
6.59173895244260e+004	(-6.77368554192540e-002dB,1.03509964081400e+001°)
6.60693448007534e+004	(-6.74265990475406e-002dB,1.03273012024823e+001°)
6.62216503701700e+004	(-6.71177593391458e-002dB,1.03036597304449e+001°)
6.63743070401847e+004	(-6.68103298657677e-002dB,1.02800718736651e+001°)
6.65273156201679e+004	(-6.65043042279186e-002dB,1.02565375140176e+001°)
6.66806769213559e+004	(-6.61996760547722e-002dB,1.02330565336127e+001°)
6.68343917568552e+004	(-6.58964390040775e-002dB,1.02096288147980e+001°)
6.69884609416464e+004	(-6.55945867619870e-002dB,1.01862542401556e+001°)
6.71428852925889e+004	(-6.52941130429405e-002dB,1.01629326925036e+001°)
6.72976656284254e+004	(-6.49950115895954e-002dB,1.01396640548958e+001°)
6.74528027697858e+004	(-6.46972761726238e-002dB,1.01164482106199e+001°)
6.76082975391918e+004	(-6.44009005906564e-002dB,1.00932850431990e+001°)
6.77641507610611e+004	(-6.41058786701047e-002dB,1.00701744363895e+001°)
6.79203632617121e+004	(-6.38122042650974e-002dB,1.00471162741826e+001°)
6.80769358693677e+004	(-6.35198712573168e-002dB,1.00241104408030e+001°)
6.82338694141605e+004	(-6.32288735558896e-002dB,1.00011568207082e+001°)
6.83911647281365e+004	(-6.29392050972680e-002dB,9.97825529858905e+000°)
6.85488226452597e+004	(-6.26508598451122e-002dB,9.95540575936895e+000°)
6.87068440014167e+004	(-6.23638317901778e-002dB,9.93260808820386e+000°)
6.88652296344211e+004	(-6.20781149501692e-002dB,9.90986217048145e+000°)
6.90239803840177e+004	(-6.17937033696603e-002dB,9.88716789182114e+000°)
6.91830970918871e+004	(-6.15105911199567e-002dB,9.86452513807448e+000°)
6.93425806016503e+004	(-6.12287722989722e-002dB,9.84193379532331e+000°)
6.95024317588731e+004	(-6.09482410311186e-002dB,9.81939374988030e+000°)
6.96626514110703e+004	(-6.06689914671928e-002dB,9.79690488828842e+000°)
6.98232404077105e+004	(-6.03910177842688e-002dB,9.77446709732162e+000°)
6.99841996002207e+004	(-6.01143141855646e-002dB,9.75208026398313e+000°)
7.01455298419905e+004	(-5.98388749003417e-002dB,9.72974427550580e+000°)
7.03072319883767e+004	(-5.95646941837610e-002dB,9.70745901935064e+000°)
7.04693068967080e+004	(-5.92917663168352e-002dB,9.68522438320927e+000°)
7.06317554262895e+004	(-5.90200856062402e-002dB,9.66304025500052e+000°)
7.07945784384071e+004	(-5.87496463842494e-002dB,9.64090652287214e+000°)
7.09577767963321e+004	(-5.84804430086064e-002dB,9.61882307519930e+000°)
7.11213513653261e+004	(-5.82124698624059e-002dB,9.59678980058474e+000°)
7.12853030126452e+004	(-5.79457213540040e-002dB,9.57480658785847e+000°)
7.14496326075445e+004	(-5.76801919168826e-002dB,9.55287332607784e+000°)
7.16143410212834e+004	(-5.74158760095626e-002dB,9.53098990452600e+000°)
7.17794291271293e+004	(-5.71527681154599e-002dB,9.50915621271250e+000°)
7.19448978003631e+004	(-5.68908627428309e-002dB,9.48737214037381e+000°)
7.21107479182831e+004	(-5.66301544246106e-002dB,9.46563757747114e+000°)
7.22769803602101e+004	(-5.63706377183043e-002dB,9.44395241419004e+000°)
7.24435960074921e+004	(-5.61123072059328e-002dB,9.42231654094252e+000°)
7.26105957435085e+004	(-5.58551574938862e-002dB,9.40072984836517e+000°)
7.27779804536754e+004	(-5.55991832127945e-002dB,9.37919222731756e+000°)
7.29457510254499e+004	(-5.53443790174694e-002dB,9.35770356888394e+000°)
7.31139083483347e+004	(-5.50907395867756e-002dB,9.33626376437247e+000°)
7.32824533138834e+004	(-5.48382596235244e-002dB,9.31487270531414e+000°)
7.34513868157044e+004	(-5.45869338543571e-002dB,9.29353028346307e+000°)
7.36207097494666e+004	(-5.43367570296597e-002dB,9.27223639079563e+000°)
7.37904230129030e+004	(-5.40877239234498e-002dB,9.25099091951065e+000°)
7.39605275058167e+004	(-5.38398293332781e-002dB,9.22979376202915e+000°)
7.41310241300846e+004	(-5.35930680801151e-002dB,9.20864481099374e+000°)
7.43019137896630e+004	(-5.33474350082641e-002dB,9.18754395926820e+000°)
7.44731973905918e+004	(-5.31029249852074e-002dB,9.16649109993626e+000°)
7.46448758409995e+004	(-5.28595329016002e-002dB,9.14548612630427e+000°)
7.48169500511082e+004	(-5.26172536710707e-002dB,9.12452893189707e+000°)
7.49894209332384e+004	(-5.23760822301768e-002dB,9.10361941046044e+000°)
7.51622894018133e+004	(-5.21360135382808e-002dB,9.08275745595923e+000°)
7.53355563733645e+004	(-5.18970425774509e-002dB,9.06194296257748e+000°)
7.55092227665361e+004	(-5.16591643523788e-002dB,9.04117582471803e+000°)
7.56832895020901e+004	(-5.14223738902686e-002dB,9.02045593700384e+000°)
7.58577575029111e+004	(-5.11866662407190e-002dB,8.99978319427397e+000°)
7.60326276940109e+004	(-5.09520364756521e-002dB,8.97915749158646e+000°)
7.62079010025339e+004	(-5.07184796891849e-002dB,8.95857872421608e+000°)
7.63835783577617e+004	(-5.04859909975875e-002dB,8.93804678765650e+000°)
7.65596606911182e+004	(-5.02545655391215e-002dB,8.91756157761700e+000°)
7.67361489361745e+004	(-5.00241984739622e-002dB,8.89712299002310e+000°)
7.69130440286535e+004	(-4.97948849841374e-002dB,8.87673092101794e+000°)
7.70903469064356e+004	(-4.95666202733702e-002dB,8.85638526695888e+000°)
7.72680585095628e+004	(-4.93393995670245e-002dB,8.83608592441968e+000°)
7.74461797802444e+004	(-4.91132181120159e-002dB,8.81583279018946e+000°)
7.76247116628617e+004	(-4.88880711766773e-002dB,8.79562576127167e+000°)
7.78036551039729e+004	(-4.86639540507052e-002dB,8.77546473488482e+000°)
7.79830110523183e+004	(-4.84408620450307e-002dB,8.75534960846083e+000°)
7.81627804588254e+004	(-4.82187904917505e-002dB,8.73528027964603e+000°)
7.83429642766136e+004	(-4.79977347440249e-002dB,8.71525664630014e+000°)
7.85235634609995e+004	(-4.77776901759731e-002dB,8.69527860649550e+000°)
7.87045789695022e+004	(-4.75586521826126e-002dB,8.67534605851837e+000°)
7.88860117618478e+004	(-4.73406161797160e-002dB,8.65545890086614e+000°)
7.90678627999748e+004	(-4.71235776037742e-002dB,8.63561703224915e+000°)
7.92501330480394e+004	(-4.69075319118552e-002dB,8.61582035158882e+000°)
7.94328234724204e+004	(-4.66924745815685e-002dB,8.59606875801921e+000°)
7.96159350417241e+004	(-4.64784011108875e-002dB,8.57636215088332e+000°)
7.97994687267899e+004	(-4.62653070181785e-002dB,8.55670042973790e+000°)
7.99834255006950e+004	(-4.60531878420061e-002dB,8.53708349434741e+000°)
8.01678063387601e+004	(-4.58420391410849e-002dB,8.51751124468764e+000°)
8.03526122185539e+004	(-4.56318564942028e-002dB,8.49798358094377e+000°)
8.05378441198988e+004	(-4.54226355000909e-002dB,8.47850040350991e+000°)
8.07235030248759e+004	(-4.52143717773938e-002dB,8.45906161299036e+000°)
8.09095899178303e+004	(-4.50070609645229e-002dB,8.43966711019678e+000°)
8.10961057853761e+004	(-4.48006987196143e-002dB,8.42031679615038e+000°)
8.12830516164019e+004	(-4.45952807204008e-002dB,8.40101057207905e+000°)
8.14704284020760e+004	(-4.43908026641513e-002dB,8.38174833941896e+000°)
8.16582371358512e+004	(-4.41872602675889e-002dB,8.36252999981374e+000°)
8.18464788134709e+004	(-4.39846492668006e-002dB,8.34335545511436e+000°)
8.20351544329738e+004	(-4.37829654171097e-002dB,8.32422460737737e+000°)
8.22242649946990e+004	(-4.35822044930513e-002dB,8.30513735886569e+000°)
8.24138115012921e+004	(-4.33823622882603e-002dB,8.28609361204889e+000°)
8.26037949577097e+004	(-4.31834346153703e-002dB,8.26709326960133e+000°)
8.27942163712253e+004	(-4.29854173059748e-002dB,8.24813623440364e+000°)
8.29850767514341e+004	(-4.27883062104728e-002dB,8.22922240953964e+000°)
8.31763771102589e+004	(-4.25920971980684e-002dB,8.21035169829962e+000°)
8.33681184619552e+004	(-4.23967861566171e-002dB,8.19152400417695e+000°)
8.35603018231165e+004	(-4.22023689925789e-002dB,8.17273923086842e+000°)
8.37529282126800e+004	(-4.20088416309267e-002dB,8.15399728227550e+000°)
8.39459986519314e+004	(-4.18162000150713e-002dB,8.13529806250183e+000°)
8.41395141645112e+004	(-4.16244401067503e-002dB,8.11664147585414e+000°)
8.43334757764192e+004	(-4.14335578860062e-002dB,8.09802742684234e+000°)
8.45278845160206e+004	(-4.12435493510286e-002dB,8.07945582017700e+000°)
8.47227414140512e+004	(-4.10544105181310e-002dB,8.06092656077142e+000°)
8.49180475036229e+004	(-4.08661374216646e-002dB,8.04243955374058e+000°)
8.51138038202292e+004	(-4.06787261138939e-002dB,8.02399470439945e+000°)
8.53100114017505e+004	(-4.04921726649717e-002dB,8.00559191826512e+000°)
8.55066712884598e+004	(-4.03064731628231e-002dB,7.98723110105365e+000°)
8.57037845230284e+004	(-4.01216237130840e-002dB,7.96891215868187e+000°)
8.59013521505310e+004	(-3.99376204390155e-002dB,7.95063499726636e+000°)
8.60993752184515e+004	(-3.97544594814265e-002dB,7.93239952312284e+000°)
8.62978547766884e+004	(-3.95721369986030e-002dB,7.91420564276633e+000°)
8.64967918775607e+004	(-3.93906491662089e-002dB,7.89605326290996e+000°)
8.66961875758130e+004	(-3.92099921772340e-002dB,7.87794229046572e+000°)
8.68960429286215e+004	(-3.90301622419001e-002dB,7.85987263254325e+000°)
8.70963589955994e+004	(-3.88511555875796e-002dB,7.84184419644912e+000°)
8.72971368388024e+004	(-3.86729684587521e-002dB,7.82385688968890e+000°)
8.74983775227349e+004	(-3.84955971168897e-002dB,7.80591061996371e+000°)
8.77000821143547e+004	(-3.83190378403929e-002dB,7.78800529517147e+000°)
8.79022516830796e+004	(-3.81432869245240e-002dB,7.77014082340666e+000°)
8.81048873007926e+004	(-3.79683406813365e-002dB,7.75231711295978e+000°)
8.83079900418474e+004	(-3.77941954395643e-002dB,7.73453407231598e+000°)
8.85115609830747e+004	(-3.76208475445914e-002dB,7.71679161015656e+000°)
8.87156012037872e+004	(-3.74482933583589e-002dB,7.69908963535696e+000°)
8.89201117857859e+004	(-3.72765292592853e-002dB,7.68142805698805e+000°)
8.91250938133656e+004	(-3.71055516422001e-002dB,7.66380678431376e+000°)
8.93305483733205e+004	(-3.69353569182722e-002dB,7.64622572679296e+000°)
8.95364765549504e+004	(-3.67659415149132e-002dB,7.62868479407627e+000°)
8.97428794500658e+004	(-3.65973018757697e-002dB,7.61118389600990e+000°)
8.99497581529944e+004	(-3.64294344605614e-002dB,7.59372294263074e+000°)
9.01571137605866e+004	(-3.62623357450684e-002dB,7.57630184416877e+000°)
9.03649473722210e+004	(-3.60960022210685e-002dB,7.55892051104708e+000°)
9.05732600898109e+004	(-3.59304303962084e-002dB,7.54157885387841e+000°)
9.07820530178094e+004	(-3.57656167939920e-002dB,7.52427678346934e+000°)
9.09913272632160e+004	(-3.56015579536708e-002dB,7.50701421081588e+000°)
9.12010839355818e+004	(-3.54382504301843e-002dB,7.48979104710470e+000°)
